岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:24:30,1、本科及以上学历；2、熟悉Java，C/C++，Python等任意一种后端开发技术；3、编写概要设计能力要强；4、沟通表达能力较好，逻辑思维清晰；5、资深导师专业带教，六险一金，法定节假日福利，内部知识论坛；6、薪资架构：薪资薪资+绩效工资+年终奖，周末加班双倍。岗位要求岗位要求 1、计算机、软件、通信等相关专业，统招本科及以上学历； 2、基础扎实，熟悉掌握但不限于Python/JAVA/C++...,Boss直聘,,,,,,,,,
中级Java后台工程师（AI平台方向）,星网锐捷,12001,18000,成都,武侯,桂溪,本科,3-5年,1000-9999人,上市公司,全职,2025-07-04 14:43:48,岗位职责：1. 负责参与AI平台后端服务的设计与开发，同时具备使用react.js进行前端开发的能力；2. 使用AI工具提升代码质量和开发效率；3. 优化高并发、分布式系统性能；4. 与AI团队协作，集成大模型等AI相关服务；任职要求：1. 本科及以上学历，计算机科学、自动化、电子信息工程、人工智能等相关专业；2. 精通Java及相关框架，3+年JAVA后台服务开发经验；3. 熟悉分布式系统、数据...,Boss直聘,,,,,,,,,
后端开发人员11-12k（短期2个月）,四川智服人力资源有限公司,11001,12000,成都,锦江,柳江,大专,1-3年,500-999人,民营,全职,2025-07-04 14:05:04,后端开发人员技术要求：1.熟悉掌握java基础知识，集合，线程，IO，多线程等，有良好的编码习惯。 2.熟悉Spring，Spring MVC,Boss直聘,,,,,,,,,
Java/C/C++/Python/测试,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:01,Java:岗位职责：1、负责公司Java应用系统的设计与开发；2、参与需求分析和技术方案制定，确保项目按时高质量完成；3、编写高质量的代码，进行单元测试，保证软件质量。岗位要求：1、计算机相关专业本科及以上学历，具备1年以上Java开发经验；2、熟练掌握Java语言，熟悉JVM原理，了解常用设计模式；3、熟悉Spring Boot、MyBatis等主流框架，有良好的编程习惯；4、熟悉MySQL或其...,Boss直聘,,,,,,,,,
Java,上海汉朔信息科技有限公司,13001,14000,成都,成华,跳蹬河,本科,5-10年,1000-9999人,民营,全职,2025-07-04 14:00:04,初中级都在招！！！1、负责后端页面开发、性能优化；2、系统功能日常功能维护及问题修复；3、能针对后端功能提出自己的优化和意见；技能要求1、具备良好的沟通表达能力、团队协作能力；2、熟练掌握JAVA语言开发；3、熟悉spring、mybatis、hibernate、struts、junit等主流框架；4、熟悉Oracle、Mysql等关系型数据库；5、熟悉Maven、Git等工具；6、能熟练使用Ec...,Boss直聘,,,,,,,,,
后端开发工程师-短期2个月,四川智服人力资源有限公司,11001,12000,成都,锦江,柳江,本科,1-3年,500-999人,民营,全职,2025-07-04 13:52:56,岗位职责：1.熟悉掌握java基础知识，集合，线程，IO，多线程等，有良好的编码习惯。 2.熟悉Spring，Spring MVC,Boss直聘,,,,,,,,,
JAVA/JS/C/C++/Python/go/测试,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:56,工作内容:1.负责研发领域IT系统技术方案的设计，开发等工作;2.负责项目开发过程中的技术攻关及解决运行中出现的技术问题;3.负责产品核心模块的代码编写和测试;4.负责产品疑难问题的分析和定位。岗位要求:1.统招学历学位证，毕业证，学信网可查;2.热爱编程，基础扎实，熟悉掌握但不限于JAVA/Python/JS/HTML/GO/C/C++/C#等编程语言中的一种或数种，有良好的编程习惯;3.具备独...,Boss直聘,,,,,,,,,
lua开发工程师-成都,上海艾策通讯科技股份有限公司,8001,15000,成都,武侯,桂溪,本科,1-3年,20-99人,股份制企业,全职,2025-07-04 11:11:00,工作职责 1、熟练使用lua开发各类任务脚本，能独立完成需求评估和代码逻辑实现； 2、负责现有lua脚本的功能调试、完善、优化； 3、负责lua脚本开发相关的版本管理，文档输出工作。 任职要求 1. 计算机相关专业学历； 2. 精通lua语言，3年以上经验，代码规范，有严谨优良的编程习惯，有其他脚本语言开发经验者优先； 3. 具备一定的开发文档编写能力； 4. 具备良好的团队协作能力，善于积极沟通...,Boss直聘,,,,,,,,,
初级java工程师,成都空中壹号娱乐管理有限公司,11001,12000,成都,青羊,,本科,1-3年,20-99人,民营,全职,2025-07-04 01:05:14,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
Java/Python/C/C++/数开/测试/算法/前端岗,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:26,Java/C/C++/Python/嵌入式/驱动开发/前端/测试/算法/数据开发等 均有岗位！不卡地域，不卡部门，面试成绩通用~ 地域：北京/上海/深圳/杭州/成都/西安/东莞/南京/武汉等地域，根据个人意愿选择； 亮点：年轻团队，核心业务，根据技术能力定级定薪无固定上限，入职即交五险一金，享有年终14-16薪，项目奖金等，享受带薪年假病假等福利，长期稳定晋升发展~ 能力要求： 1.熟悉Java/...,Boss直聘,,,,,,,,,
java全栈工程师-成都,秦皇岛锐聘企业管理咨询有限公司,8001,10000,成都,金牛,荷花池,本科,3-5年,20-99人,民营,全职,2025-07-04 00:01:22,此职位会出差，会出差 职位描述：1.基础扎实，熟练掌握常用Java技术框架，能编写高质量简洁清晰的代码2.熟悉TOMCAT、分布式技术（包括缓存、消息系统等）熟悉技能包括Spring Cloud、Spring Boot、MyBatis、Hibernate等3.熟悉常用数据库Oracle的开发和优化工作，有SQL调优经验4.了解maven、git、svn等常用开发环境5.具有比较强的问题分析和处理能...,Boss直聘,,,,,,,,,
软件开发工程师-研究院-双流,成都千嘉科技股份有限公司,10001,15000,成都,双流,西航港,本科,3-5年,1000-9999人,股份制企业,全职,2025-07-03 17:04:41,岗位职责：1、负责公司客户侧产品、项目的研发工作；2、按照业务需求开展详细设计、研发工作编排、软件开发和测试工作；3、配合产品经理、项目经理参与需求调研工作，理解并分析用户需求，能够根据用户需求，结合现有功能的基础上以产品化的设计思路提出满足客户需求的系统方案设计，完成客户需求与系统功能需求的快速转换；4、按项目计划、技术要求、性能要求等完成软件研发及交付工作；5、撰写项目\产品交付所涉及的相关文...,Boss直聘,,,,,,,,,
通用软件开发/测试/算法工程师（接受无经验+考研断档）,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:30,全程线上面试 接受无经验国内一线大厂 base成都有一定工作强度 正常双休 加班有加班费 有年终奖＋全额六险一金(试用期薪资不打折！！！)岗位： 前后端测试开发算法，需要掌握熟悉任一开发语言，岗位方向可选！入职后有导师带教，完善的培训体系~熟悉java,Boss直聘,,北京、上海、广州、深圳、成都、西安、东莞、武汉、南京、济南等岗位职...,,,,,,,
高级java后端工程师,中科芯创医疗科技(成都)有限公司,8001,10000,成都,双流,彭镇,本科,3-5年,20-99人,民营,全职,2025-07-03 16:40:48,岗位职责：1、负责公司核心系统的功能开发与维护，完成后端接口设计、数据库开发。2、按计划完成功能模块的需求确认、数据库设计、程序设计、代码编写。解决开发过程和系统运行过程中的问题，确保产品的质量 。3、完成上级安排的其他IT相关工作。岗位要求：1.计算机本科及以上,Boss直聘,,,,,,,,,
高级嵌入式软件开发工程师,成都易联智通信息技术有限公司,14001,25000,成都,武侯,桂溪,本科,3-5年,100-299人,民营,全职,2025-07-03 16:03:48,岗位职责：1..负责嵌入式软件开发，模块的详细设计、编码和单元测试，开发及维护工作；2.负责嵌入式软件相关文档的编写（软件需求分析文档、设计文档、测试文档等）；3.参与故障件问题分析解决；4.负责嵌入式软件平台架构设计、开发及维护工作。 任职要求： 1.本科及以上学历，电子、通信、计算机相关专业优先，三年以上嵌入式系统软件开发经验优先； ； 2.熟悉计算机组成原理、数据结构、设计模式等相关知识； ...,Boss直聘,,,,,,,,,
C/C++、Java、Python、JS、测试等工程师,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:17,岗位职责：1、负责业务体验产品相关产品研发，完成多个模块/组件的软件设计（含增量方式）、代码编写、单元测试、集成测试、静态检查、本地构成等工作，确保所负责模块可信、及时、高质量交付；2、负责设计实施高可用部署架构，实现弹性扩缩容，秒级故障自动切换，限流降级等核心功能，保障大规模集群的高效稳定运行； 经验要求：1、有开发经验，C/C++、Java、Scala、Python、JS等开发语言一种或多种；...,Boss直聘,,,,,,,,,
Java技术运营工程师,京北方,10001,17000,成都,双流,煎茶,本科,5-10年,10000人以上,民营,全职,2025-07-03 14:04:35,——技术运营岗位，初级17人，中级12人，高级5人工作描述:1、科技服务工作:负责对企业客户、客户经理提交的系统使用问题、各类痛点堵点问题、其他服务诉求进行分析并解答，持续跟进直至问题解决;2、价值输出工作:通过对一线提交的相关问题进行数据挖掘分析，整理提取有价值的内容反哺产品建设，同时对内部科技服务流程持续改进;3、分行服务工作:协调资源，同步信息，协助分行处理各种服务诉求。任职要求:岗位要求：...,Boss直聘,,,,,,,,,
中级java工程师,成都主导科技有限责任公司,12001,15000,成都,青羊,文家,本科,3-5年,500-999人,民营,全职,2025-07-03 13:55:32,一、项目要求1两年以上项目管理工作能力；2.需求管理能力①.全面掌握项目需求，准备把握项目的应用环境、对象、风险点等关键元素，开展可行性评估，指导开发；②.建立产品需求跟踪表，具备全闭环跟踪管理能力；③具备对项目需求进行延伸、引导、策划的能力；3.产品架构能力4.项目管理能力①针对复杂问题，具备较强的资源整合能力及组织攻关能力②能够跨专业平台管理，梳理项目难点，进行分析总结4.业务综合能力①.掌握...,Boss直聘,,,,,,,,,
软件开发工程师,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:27:06,岗位： C/C++/Java/JS/Python/Go通用软件开发，软件测试，大数据开发，网络安全，运维开发，算法等岗位要求：本科及以上学历，计算机、软件工程、通信等相关专业优先，转行，转专业可接受一、软件开发工程师1. 热爱编程，熟悉掌握Java/C++/C/Python/Web开发等编程语言中的一种或多种编程语言，扎实的编程功底；2. 具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，...,Boss直聘,,,,,,,,,
java全栈工程师,四川必谦科技有限公司,12001,14000,成都,双流,兴隆,本科,3-5年,20-99人,民营,全职,2025-07-03 12:38:06,一、【岗位职责】： 1、负责业务系统的全流程开发，包括需求分析与梳理业务逻辑、系统设计、编码实现、测试及交付，确保项目按时保质完成。 2、负责系统技术方案设计和技术选型，确保系统架构具备高稳定性、可扩展性和可维护性。 3、独立解决系统运行中的疑难问题，提供技术支持和优化方案，保障系统高效稳定运行。 4、参与产品或项目的架构设计、重构及优化，负责系统间接口设计与集成。5、按管理要求与规范完成概要设计...,Boss直聘,,,,,,,,,
物联网嵌入式开发工程师,四川盛麒达讯科技有限公司,6001,7000,成都,武侯,桂溪,大专,经验不限,20-99人,民营,全职,2025-07-03 11:06:57,岗位职责：1、负责相关系统技术方案的编制； 2、完成项目所需的系统设计、PLC编程及人机界面组态；3、配合软件部完成物联网接口对接； 4、电气图纸绘制及工程文档输出； 5、具备团队精神、协调能力及创新意识。技术及能力要求：1、机电、测控、仪器仪表、自动控制、电子工程等相关专业，专科或以上学历； 2、熟练使用至少一种主流品牌的PLC、人机界面软件，依据现场条件灵活设计控制方案； 3、具备一定抗压能力...,Boss直聘,,,,,,,,,
软件工程师（底软/后端/嵌入式开发为主，前端开发/算法/测试少量）,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:26:50,岗位职责1、负责公司某一项目中（云计算、智能终端、自动驾驶网络、SaaS、人工智能等），相关软件版本的架构设计、软件代码编写、测试等；2、对现有工具性能和体验优化提升；3、对标业界标杆，工程工具，共同实现关键技术的引进、研究与突破；任职要求1、计算机、软件工程、网络、通信、电子等相关专业优秀本科及以上学历，有半年及以上项目开发经验优先；2、熟练掌握Java/C++/C/Python/JS/GO中至...,Boss直聘,,,,,,,,,
java后端工程师,北京宇天恒瑞科技发展有限公司,9001,17000,成都,武侯,桂溪,本科,1-3年,300-499人,民营,全职,2025-07-03 11:37:08,服务内容1. 核心开发：参与软件系统的需求分析、设计、编码、单元测试、集成测试和维护工作。负责核心功能模块的设计与开发，编写高质量、可复用、可维护的Java代码。根据产品需求和设计文档，按时保质完成开发任务。2.架构与技术栈：深入理解并应用主流的Java技术栈（如Spring Boot,Boss直聘,,,,,,,,,
中级java全栈工程师,成都九洲通达科技有限公司,5001,8000,成都,成华,保和,学历不限,1-3年,20-99人,民营,全职,2025-07-03 00:00:03,一、核心职责1. 负责高并发场景下系统模块的开发（如瞬时流量峰值处理、资源抢占逻辑等）。2. 优化系统性能，解决高并发下的线程安全、数据一致性、性能瓶颈等问题。3. 参与架构设计，实现系统的可扩展、高可用及负载均衡。二、核心技能要求1. Java基础与并发编程，了解多线程，了解JVM原理，掌握性能调优（如GC策略、内存分析、线程栈诊断）。2. 掌握消息队列（MQ）技术，实现异步解耦与流量削峰。熟悉...,Boss直聘,,,,,,,,,
软件开发工程师（前后端测试均在招聘）,外企德科数字技术有限公司,18001,35000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:25:41,【C/C++/JAVA/Python/SQL/web/Android/IOS/Flutter/GO/大数据/AI/开发/运维/测试均有岗位需求】PS：北京，上海，南京，杭州，深圳，东莞，成都，西安，武汉，长沙均有需求开放【岗位要求】1、统招本科及以上学历；2、掌握C++/Java/Go/Web（Vue、React、js前端开发、前端框架...）/python/H5一种或多种编程语言，有良好的编程习...,Boss直聘,,,,,,,,,
Java（物联网项目经验优先，现场面试）,成都迈思信息技术有限公司,9001,10000,成都,武侯,肖家河,大专,3-5年,1000-9999人,民营,全职,2025-07-02 15:37:37,专业要求1．2 年以上 Java 开发经验，具备扎实的 Java 基础，熟悉面向对象编程思想；2．熟悉 Spring、Spring MVC、MyBatis 等主流开发框架，并了解其原理；3．熟悉 MySQL等关系型数据库，具备良好的 SQL 编写和优化能力；4．熟悉 Redis、MongoDB 等 NoSQL 数据库，了解其使用场景；5．熟悉 Linux 操作系统，docker使用及前后端部署，熟...,Boss直聘,,,,,,,,,
java测试工程师,软通动力信息技术(集团)股份有限公司,10001,11000,成都,双流,华阳,本科,3-5年,10000人以上,民营,全职,2025-07-02 14:45:03,岗位职责:1. 设计和实施针对Java应用的测试计划，确保软件质量和性能。2. 与开发团队紧密合作，确保测试案例的准确性和有效性。3. 报告测试过程中发现的问题，并协助开发团队进行问题解决。4. 参与测试工具和方法的研究，以提高测试效率和质量。任职要求：1. 具备扎实的Java编程基础和实践经验，本科3年经验。2. 熟悉Java相关框架和开发模式。3. 能够进行单元测试，并具有良好的测试习惯。4....,Boss直聘,,,,,,,,,
通用软件开发/测试/算法-全国,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:24:26,职位描述 全程线上面试 岗位：Java、JS、Python、C/C++、GO、安卓、大数据、算法、测试等，学历可放宽至二本及以上。 福利：技术先进，薪资给力，五险一金全额缴纳，年终2-4个月，入职后导师带教，一对一辅导，超大园区，环境优美。 工作地点：南京、北京、上海、西安、深圳等,Boss直聘,,,,,,,,,
国企后端开发工程师,中智四川经济技术合作有限公司,8001,9000,成都,锦江,柳江,大专,1-3年,100-299人,国企,全职,2025-07-02 13:55:19,备注：该岗位为国企外包岗，请接受再投递！岗位职责： 1.参与项目的需求分析，协助完成系统设计和编码实现； 2.在资深工程师的指导下，进行代码编写、测试、调试和优化； 3.学习并应用公司的开发规范和最佳实践，提升代码质量和开发效率； 4.配合团队成员完成项目的交付和上线工作，确保项目的顺利进行。 任职要求： 1 .熟练掌握Java编程语言，熟悉 Spring Boot、Spring Cloud框架，...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,成都金博天科技有限公司,15001,17000,成都,郫都,犀浦,本科,3-5年,20-99人,民营,全职,2025-07-02 13:41:55,1、FreeRTOS、Rework、Vxwork、linux等操作系统驱动与应用开发； 2、熟练掌握C/C++语言； 3、熟悉ARM、飞腾、龙芯等处理器架构； 4、熟练使用示波器、逻辑分析仪等调试工具。 5、熟悉数字电路，根据电路接口进行驱动开发。,Boss直聘,,,,,,,,,
【 研发【Java/Python/C/C++/Go/Js/Scala】,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:24:26,岗位： C/C++/Java/JS/Python/Go通用软件开发，软件测试，大数据开发，网络安全，运维开发，算法等岗位要求：本科及以上学历，计算机、软件工程、通信等相关专业优先，转行，转专业可接受一、软件开发工程师1. 热爱编程，熟悉掌握Java/C++/C/Python/Web开发等编程语言中的一种或多种编程语言，扎实的编程功底；2. 具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师（基站产品）,新拓尼克科技研发中心 / Syntronic Beijing R&D Center,12001,15000,成都,武侯,桂溪,本科,3-5年,500-999人,外商独资,全职,2025-07-02 10:10:00,About this opportunity As a Radio SW developer,Boss直聘,,,,,,,,,
Java技术经理/项目经理,成都万创科技股份有限公司,18001,22000,成都,武侯,金花桥,本科,5-10年,300-499人,股份制企业,全职,2025-07-02 09:47:07,工作职责1. 物联网平台的开发技术管理统筹工作；2. 物联网垂直领域项目的技术方案设计与开发；3. 跟踪行业技术趋势；4. 负责核心技术问题的研究与解决；5. 负责撰写相关技术文档，如技术设计方案、软著和专利等任职要求1. 深入理解微服务架构设计思想和代码质量保证思想；2. 深入理解JVM，扎实的Java编程技能；3. SpringCloud或Dubbo微服务生态项目经验；4. 熟悉常用平台后端中...,Boss直聘,,,,,,,,,
软件工程师（底软/后端/嵌入式开发为主，前端开发/算法/测试少量）,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:26:50,岗位职责1、负责公司某一项目中（云计算、智能终端、自动驾驶网络、SaaS、人工智能等），相关软件版本的架构设计、软件代码编写、测试等；2、对现有工具性能和体验优化提升；3、对标业界标杆，工程工具，共同实现关键技术的引进、研究与突破；任职要求1、计算机、软件工程、网络、通信、电子等相关专业优秀本科及以上学历，有半年及以上项目开发经验优先；2、熟练掌握Java/C++/C/Python/JS/GO中至...,Boss直聘,,,,,,,,,
嵌入式开发工程师,软通动力信息技术(集团)股份有限公司,9001,12000,成都,双流,华阳,本科,1-3年,10000人以上,民营,全职,2025-07-02 09:22:47,岗位职责:1.进行嵌入式系统开发，包括但不限于软件设计、开发与维护；2.修改和优化现有系统以满足新的功能需求；3.开发新的嵌入式应用，确保其性能和稳定性；4.与团队合作，确保项目按时交付。任职要求：1.具有良好的编程技能，熟悉C/C++语言；2.熟悉Linux操作系统，有相关开发和部署经验者优先；3.能够独立分析和解决技术难题；4.具备良好的团队合作精神和沟通能力；5.主动学习新知识，有持续改进和...,Boss直聘,,,,,,,,,
Java工程师（云服务）,苏州人瑞普惠人力资源服务有限公司,14001,28000,成都,武侯,桂溪,本科,1-3年,500-999人,上市公司,全职,2025-07-02 09:03:58,岗位职责：1. 负责公司云服务产品的开发与维护。2. 参与软件需求分析与设计。3. 完成编码、测试、上线等软件开发工作。4. 优化现有系统的性能和稳定性。岗位要求：1. 本科及以上学历，计算机相关专业。2. 熟悉Java语言及相关开发技术。3. 至少2年以上Java开发经验，有云服务开发经验者优先。4. 良好的团队协作精神和沟通能力。,Boss直聘,,,,,,,,,
Java/C++/C/Python/GO/JS,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:18,1、有大型分布式系统设计和开发经验，对分布式相关理论有深入的理解；2、熟悉Java/C/C++/Python其中一种语言，具备良好的算法和编程能力；3、熟悉Spring、Spring Boot 、Spring Cloud等各种开源框架，特别在Spring/SpringCloud领域有丰富的项目实践经验者优先；4、熟悉Mysql、Oracle等数据库，有相关数据开发经验；5、熟悉Devops，熟悉D...,Boss直聘,,,,,,,,,
嵌入式开发工程师,成都奕阳现代科技有限公司,5001,10000,成都,金牛,西华,学历不限,1-3年,20人以下,民营,全职,2025-07-02 00:00:03,1嵌入式软件与硬件设计独立完成嵌入式软件和硬件设计，具备量产经验者优先。2软件开发技能熟练使用ESP-IDF进行编程，精通WIFI、MQTT、HTTP、TCP、UART、I2C、SPI、RS485、RS232、MODBUS、SPIFFS、NVS、PSRAM、OTA、PWM、ADC、DAC、PCNT、PID等功能模块。熟练掌握ESP系列单片机的使用。熟悉FreeRTOS开发。精通Modbus、MQT...,Boss直聘,,,,,,,,,
BMC嵌入式开发,软通动力信息技术(集团)股份有限公司,8001,14000,成都,武侯,石羊,本科,3-5年,10000人以上,民营,全职,2025-07-01 19:02:15,1.熟悉C++嵌入式开发2.有服务器相关嵌入式经验，有BMC研发经验尤佳3.抗压能力强,Boss直聘,,,,,,,,,
软件工程师（开发、测试、算法；全国有岗，14薪）,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:47,岗位职责： 1、负责应用软件开发和维护工作。 2、负责软件模块需求分析、系统新模块代码编写和单元测试，完成概要设计文档、详细设计文档。 3、积极主动的与项目相关人员沟通交流，持续改善产品体验。业务技能要求： 1、熟练掌握常用数据结构。 2、熟悉计算机组成原理、操作系统、网络等。 岗位要求： 1、 精通JAVA/Python/C/C ++/JS/GO开发，精通多线程、 IO 、网络编程等； 2、统招...,Boss直聘,,,,,,,,,
