岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
高级Java开发工程师,成都华栖云科技有限公司,12001,17000,成都,武侯,桂溪,本科,5-10年,300-499人,合资,全职,2025-07-08 18:04:13,主要工作内容：1、熟悉产品技术架构，根据现有架构实现产品研发工作2、根据现有业务，不断完善技术框架，提高团队开发效率，提升产品稳定性基础能力/技术要求1、统招本科以上学历，985本科，硕士211要求，计算机或人工智能相关专业,Boss直聘,,,,,,,,,
诚聘java开发工程师,九江京聘人力资源服务有限公司,12001,20000,成都,金牛,天回镇,本科,3-5年,20-99人,民营,全职,2025-07-08 18:27:54,公司名称:香港天道信托有限公司职位标题：java开发工程师招聘人数： 2人学历要求： 本科以上学历工作年限： 2-5年工作经验 工资待遇：12-20k 岗位职责 1、负责公司互联网应用产品的设计、开发和维护工作 2、编写高质量、可维护的代码，确保系统稳定性和性能 3、参与需求分析、技术评审和代码审查 4、配合团队完成项目迭代和交付 任职要求 1、基本要求 3年左右互联网应用开发经验 扎实的Java...,Boss直聘,,,,,,,,,
Java开发,深圳市法本信息技术股份有限公司,11001,15000,成都,武侯,桂溪,本科,3-5年,1000-9999人,上市公司,全职,2025-07-08 17:31:37,岗位内容：1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2. 研究新技术，不断提升开发效率和程序性能。3. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。4. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。任职要求：1. 熟悉Java语言，熟练掌握Spring框架及相关开源技术。2. 具备扎实的计算机基础，熟悉数据结构、算法和网络编程等知识...,Boss直聘,,,,,,,,,
Java开发工程师（TT）（成都）,新讯数字科技(杭州)有限公司北京分公司,10001,15000,成都,双流,华阳,本科,3-5年,1000-9999人,民营,全职,2025-07-08 15:20:55,岗位职责：业务、接口和数据库等全部后端设计开发内容 岗位要求：1、计算机相关专业本科以上学历，3年以上相关工作经验；2、扎实的Java web编程基础，熟练掌握 Spring、SpringMVC、Mybatis框架，及SSM框架的搭建；3、熟悉Linux环境、Tomcat， Nginx等开源的服务器的操作，熟悉MySQL,Boss直聘,,,,,,,,,
Java开发实习生,四川酷喵喵科技有限公司,4001,5000,成都,双流,籍田,大专,1年以下,20人以下,民营,全职,2025-07-08 15:01:02,岗位职责：1. 参与公司Java项目的开发工作2. 协助团队完成软件编码、测试及文档编写3. 学习并掌握相关的软件开发技术和工具岗位要求：1. 计算机相关专业，本科及以上学历2. 熟悉Java编程语言及面向对象设计3. 具备良好的学习和沟通能力，有团队协作精神,Boss直聘,,,,,,,,,
高级Java开发工程师,中科软科技股份有限公司,8001,15000,成都,武侯,玉林,大专,3-5年,1000-9999人,股份制企业,全职,2025-07-08 13:04:37,岗位职责：1、负责公司业务系统的分析与设计，承担核心代码编写和解决疑难问题的任务；2、能独立完成软件需求分析，制定技术方案，设计软件功能并进行详细规划、安全测试和部署；3、负责与项目/产品经理沟通协调，按时进行项目的建设与交付；4、及时响应客户需求并按要求完成相关功能建设。任职要求：1、至少3年以上Java后端开发及后端服务设计经验，具备面向对象设计和编码经验；2、熟悉网络协议开发，有多线程、JV...,Boss直聘,,,,,,,,,
java开发,上海微创软件股份有限公司,7001,8000,成都,锦江,锦官驿,本科,1-3年,10000人以上,合资,全职,2025-07-08 10:12:50,负责行业领先的超大规模云基础设施网络平台研发，打造AI时代的顶级网络技术及产品，包含至少一个研发方向： -负责SDN控制器平台（光互连控制器、HPN控制器、云专线控制器、SDN执行器）等相关技术和产品的研发 -负责网管平台的相关功能研发，包含自动化止损、自动化变更、自动化运营、基础数据平台等相关技术功能产品 -负责各平台日常运营、运维值班相关工作，根据相关需求编写自动化脚本、响应用户反馈的问题等 ...,Boss直聘,,,,,,,,,
Java开发工程师,成都万创科技股份有限公司,15001,18000,成都,武侯,金花桥,本科,3-5年,300-499人,股份制企业,全职,2025-07-08 10:29:28,岗位职责：1. 后端开发与实现：使用 Java 及相关技术栈，完成物联网管理平台后端核心业务逻辑的开发，包括设备接入、数据处理、业务流程实现等功能，确保代码质量与开发效率。2. 需求分析与反馈：与产品团队密切协作，从业务和技术两方面对需求进行分析和优化，主动补全需求中的业务逻辑，提升产品质量。3. 架构设计与优化：参与物联网管理平台的架构设计工作，根据业务需求和技术发展趋势，设计合理的系统架构，确...,Boss直聘,,,,,,,,,
Java开发工程师,智迅车联,9001,13000,成都,武侯,石羊,本科,3-5年,100-299人,民营,全职,2025-07-08 09:52:49,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
Java开发-信息安全开发+长期项目,软通动力信息技术(集团)股份有限公司,10001,12000,成都,武侯,桂溪,本科,1-3年,10000人以上,民营,全职,2025-07-08 09:16:14,负责安全类的系统平台搭建、后台安全业务逻辑开发、测试，部署上线。1.2年以上]ava后台开发经验，有较强的逻辑能力，能快速熟悉业务，熟悉网络组件的代码调试;2.熟悉spring cloud、spring boot、mybatis、dubbo等开源框架;3.熟悉mysql，redis，nginx的使用;4.熟悉前端框架vue、react等;5.加分项:(1)具有安全类产品或系统(统一身份认证、态势感...,Boss直聘,,,,,,,,,
java开发实习生,四川星盾科技股份有限公司,120,180,成都,武侯,桂溪,大专,无经验,100-299人,股份制企业,实习,2025-07-08 10:12:40,工作内容： 1.参与项目各阶段项目评审工作； 2. 按计划完成相关模块代码的编写工作。 职位要求： 1. 计算机相关专业专科及以上学历的2026年应届毕业生（招2人），掌握Java语言，离线应用过SpringBoot、MyBatis等开源框架，掌握一种数据库及SQL语言、存储过程等（如mysql）； 2、能进行简单前端开发，熟悉HTML/CSS/JavaScript/jQuery等web页面开发，...,Boss直聘,,,,,,,,,
Java开发工程师,中科软科技股份有限公司,8001,12000,成都,武侯,玉林,本科,5-10年,1000-9999人,股份制企业,全职,2025-07-08 08:30:07,岗位职责：1.参与软件项目和产品的模块设计、编码实现及相关文档编写；2.对用户行为、需求及反馈进行分析；3.对软件项目和产品进行优化和改进；4.熟悉项目计划和项目管理。 任职要求：1.计算机及相关专业本科及以上学历；2.熟悉java，熟悉spring、hibernate等主流开发技术，能独立进行b/s应用开发；3.具备oracle数据库开发经验技术；4.熟练使用Tomcat、WebLogic应用服...,Boss直聘,,,,,,,,,
java开发专员,四川文鼎文化科技有限责任公司,8001,12000,成都,锦江,东湖,本科,3-5年,20-99人,民营,全职,2025-07-07 14:56:17,职务描述1. 根据需求、独立完成模块的设计、接口开发、单元测试，持续集成工作2. 能承受一定的工作压力在规定时间内高效完成任务、独立分析需求和开发模块代码，解决项目关键性问题3. 善于沟通，责任心强、具备良好的团队合作精神任职要求1. 至少3年以上开发工作经验、参加过大型项目的设计开发2. 对阿里的spring-cloud生态有较深了解3. 熟悉Mysql等关系型数据库，并具有一定的SQL优化能力...,Boss直聘,,,,,,,,,
文宣-JAVA开发,北京昆达天合科技有限公司,12001,15000,成都,双流,华阳,大专,3-5年,20-99人,,全职,2025-07-07 14:28:46,【工作职责】：- 参与复杂系统的后端开发和维护，确保高性能和高可用性。- 负责设计和实现可扩展的后端服务，并优化现有系统。- 参与需求分析、技术选型和系统设计，撰写技术文档。- 解决技术问题，提升系统性能和可靠性，进行代码审查和单元测试。- 与前端工程师、数据工程师和产品经理协作，推动项目进展。【任职要求】：- 精通Java编程语言和面向对象的设计原则，具备扎实的算法和数据结构基础。- 熟悉微服务...,Boss直聘,,,,,,,,,
高级java开发工程师,软通动力信息技术(集团)股份有限公司,9001,13000,成都,武侯,桂溪,本科,5-10年,10000人以上,民营,全职,2025-07-07 11:30:55,工作职责:1、负责软件系统后台整体架构规划并落地实施; 2、参与产品需求分析和技术方案设计，负责核心功能模块的详细设计和代码实现;负责开发团队任务分配，参与团队的代码审查和质量控制，建立和完善代码规范和开发流程; 3、持续关注系统的运行状态，保障系统稳定运行。 任职要求: 1、计算机或相关专业本科以上学历 2、8年以上工作经验;熟悉常用的设计模式、应用架构，具有复杂业务分析和系统设计经验: 3、J...,Boss直聘,,,,,,,,,
Java开发,紫光云数,8001,15000,成都,双流,华阳,本科,1-3年,1000-9999人,合资,全职,2025-07-07 10:33:01,1、负责公司 Java 项目的开发与维护，包括需求分析、系统设计、编码实现以及单元测试等工作，确保项目按时高质量交付。2、与团队成员紧密协作，共同完成系统架构设计，优化现有系统架构，提升系统的性能、稳定性和可扩展性。3、对项目开发过程中出现的问题进行及时排查与解决，提供有效的技术支持和解决方案。岗位要求1、熟练掌握 Java 基础语法，熟悉常用的设计模式和数据结构。2、精通 Spring、Spri...,Boss直聘,,,,,,,,,
中级java开发工程师-银行驻场-薪资不打折,上海汉朔信息科技有限公司,13001,14000,成都,成华,跳蹬河,本科,3-5年,1000-9999人,民营,全职,2025-07-07 09:07:11,中级java开发工程师-银行驻场-薪资不打折目前有两个项目组，项目一偏向大数据经验或者数据项目经验职位要求如下：1. 本科及以上学历，计算机及相关专业；2. 具备良好的理解能力和沟通能力，有良好的团队合作精神，具备一定的抗压能力；3. 精通java，熟练使用springcloud、mybatis，有容器开发经验或微服务开发经验的优先，熟练使用linux的优先；4. 精通sql语法，熟练使用Gold...,Boss直聘,,,,,,,,,
初级java开发工程师,成都郝蓉宜恺文化传媒有限公司,13001,15000,成都,武侯,簇锦,高中,经验不限,100-299人,,全职,2025-07-06 09:22:33,岗位内容：1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2. 研究新技术，不断提升开发效率和程序性能。3. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。4. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。任职要求：1. 熟悉Java语言，熟练掌握Spring框架及相关开源技术。2. 具备扎实的计算机基础，熟悉数据结构、算法和网络编程等知识...,Boss直聘,,,,,,,,,
Java开发工程师,成都大峰软件有限公司,7001,10000,成都,武侯,石羊,本科,1-3年,20-99人,民营,全职,2025-07-06 00:35:20,特别说明：本岗位薪资已包含公司承担的五险一金。岗位职责： 1、根据项目具体要求，承担开发任务，按计划完成任务目标； 2、按照项目管理流程，参与研发部门的总体设计评审； 3、进行项目设计、代码开发，配合测试，高质量完成项目； 4、参与技术难题攻关、组织技术积累等工作。 任职资格： 1、精通Java/J2EE编程，熟悉框架原理及源码，有实际项目经验，熟练使用clipse等开发工具； 2、熟悉常用算法和...,Boss直聘,,,,,,,,,
Java开发,北京捷科智诚科技有限公司,13001,14000,成都,成华,跳蹬河,本科,3-5年,1000-9999人,民营,全职,2025-07-04 17:49:29,1.具有3年以上金融(银行)软件开发经验，参与过大型Java项目的设计、开发工作，具备托管业务领域开发经验优先;2.熟练使用JAVA开发语言，了解Springboot、SpringCloud等开发框架:3.熟练掌握MySQL\Oracle\DB2等至少一种数据库开发技术，具备一定的数据库性能调优能力，同时熟悉GoldenDB.Gauss数据库，具备国产化数据库改造的经验优先;4.具备良好的需求理解...,Boss直聘,,,,,,,,,
Java开发工程师,成都天锐星通科技股份有限公司,10001,15000,成都,武侯,石羊,本科,3-5年,100-299人,民营,全职,2025-07-04 17:33:29,岗位职责： 1、负责公司信息化方向流程线上化工作； 2、推进流程改造及ISC（集成供应链）流程线上化工作； 3、负责数据连通性、数据湖等底层开发工作； 任职资格： 1、熟悉UML统一建模语言，web开发原理，前端组件化开发，单元测试，软件重构，多线程，jvm优化，常见数据库操控； 2、 逻辑性强，一定的面向对象分析设计能力、子模块实现设计能力，熟练使用springboot、jpa、mybatis、...,Boss直聘,,,,,,,,,
Java开发工程师 银行业务 双休五险一金,中科软科技股份有限公司,12001,18000,成都,金牛,西安路,本科,3-5年,1000-9999人,股份制企业,全职,2025-07-04 16:42:19,1. 计算机相关专业毕业 。2. 3年以上Java开发经验，熟悉软件开发生命周期，熟悉银行系统相关业务，熟悉软件开发流程。3. 熟悉常用的设计模式，熟悉Spring,Boss直聘,,,,,,,,,
java开发工程师,软通动力信息技术(集团)股份有限公司,8001,14000,成都,武侯,石羊,本科,3-5年,10000人以上,民营,全职,2025-07-04 16:20:49,工作职责:1.负责根据业务需求进行模块级详细设计，并按照要求编写详设文档;2.根据设计文档或需求说明完成代码编写、调试、测试与维护;3、分析并解决软件开发过程中的问题。任职要求:1、计算机或相关专业本科以上学历、4年以上工作经验;2、Java基础扎实、熟悉多线程、集合等基础知识:3、熟悉SpringBoot、Maven，熟悉SQL,Boss直聘,,,,,,,,,
初级java开发工程师,成都意畅行商务服务有限公司,4001,7000,成都,武侯,桂溪,大专,1-3年,20人以下,,全职,2025-07-04 15:28:53,工作内容1、负责系统模块的开发，确保代码质量。2、参与模块测试，与测试团队协作确保功能准确性。3、理解业务需求，进行功能和数据库设计。任职要求1、熟练使用Java及相关框架如Spring和MyBatis。2、熟悉常用数据库，具备扎实的SQL知识。3、具备良好的责任心和沟通能力,Boss直聘,,,,,,,,,
Java开发（现场面试）,成都迈思信息技术有限公司,13001,14000,成都,锦江,柳江,大专,5-10年,1000-9999人,民营,全职,2025-07-04 09:24:35,1. 本科优先，专科以上学历，5年以上JAVA开发工作经验,Boss直聘,,,,,,,,,
后端JAVA开发工程师,成都三合力通科技有限公司,8001,12000,成都,武侯,红牌楼,本科,3-5年,100-299人,民营,全职,2025-07-04 09:28:26,岗位职责：1.系统开发和维护负责在组长带领下完成软件开发和维护工作，完成高质量代码编写工作；参与项目系统的架构设计与升级，确保系统的稳定性与可维护性；配合前端团队完成产品功能的实现。2.业务设计和实现积极响应客户提出的需求，并能根据客户提出的需求或原型图、文档等材料输出设计思路。3.数据库设计和优化根据客户需求完成项目数据库设计和优化工作，编写高质量SQL查询语句。4.系统集成和部署协助运维团队或...,Boss直聘,,,,,,,,,
java开发工程师,北京英诺威尔科技股份有限公司,7001,13000,成都,金牛,抚琴,本科,3-5年,500-999人,股份制企业,全职,2025-07-04 09:19:57,任职要求：1、 四年制统招公办本科，计算机相关专业，网络相关专业优先；2、 扎实的JAVA开发能力（3年以上）；3、 有数据通信网络相关项目优先，如IP网管、网络运维、移动网络设计等等；4、 精通关系型数据库的设计原则与优化，精通MPP型数据库设计；5、 精通spring全家桶的应用；6、 精通代码的版本控制及质量监控；7、 熟悉IP网络协议族，精通数据建模；8、 熟悉网络交换设备（路由器、交换机...,Boss直聘,,,,,,,,,
java开发工程师（成都）,广东纬德信息科技股份有限公司,8001,15000,成都,武侯,石羊,本科,1-3年,100-299人,上市公司,全职,2025-07-04 00:09:22,岗位职责：1、负责公司业务系统的设计、开发及优化，确保高效、稳定运行。2、参与需求分析，与产品经理、前端开发等团队成员协作，提供技术方案和评估。3、编写高质量、可维护的代码，遵循编码规范，确保系统安全性和可扩展性。4、负责数据库设计与优化，确保数据存储和访问的高效性。5、解决系统中的性能瓶颈和技术难题，持续优化系统性能。6、参与系统架构设计和技术选型，优化系统结构，提高系统稳定性和可扩展性。7、负...,Boss直聘,,,,,,,,,
java开发工程师,成都卫讯科技有限公司,8001,13000,成都,武侯,桂溪,本科,3-5年,100-299人,民营,全职,2025-07-03 17:00:33,岗位职责1.独立负责并完成核心模块的设计、编码及单元测试工作； 2.负责软件功能开发和性能优化； 3.有网络相关基础知识，能够迅速理解需求 ；4.良好的编码和文档习惯，注重代码风格，熟悉各种设计模式和原则。任职要求1.计算机、电子信息等相关专业本科（含）以上学历，3年以上开发经验。2.熟练编写Java代码，并根据需求开发和维护系统，对现有的系统进行功能扩展和改进。3.熟悉 SpringCloud ...,Boss直聘,,,,,,,,,
Java开发工程师,深圳市法本信息技术股份有限公司,11001,13000,成都,双流,华阳,本科,3-5年,1000-9999人,上市公司,全职,2025-07-03 15:15:21,工作职责:1、负责Web后端或工具需求详细设计，数据库设计；2、负责模块需求核心代码开发，需求交付工作；3、负责模块级代码质量看护与模块优化重构工作；4、支撑产品上线，问题解决与维护工作。 1、精通Java语言。2、熟悉Spring、SpringBoot、Mybatis等主流框架3、熟悉Docker、Kubernetes等容器化技术，具备微服务的开发经验4、熟悉主流数据库，如Oracle、Mysq...,Boss直聘,,,,,,,,,
Java开发工程师（成都浦发银行）,赞同科技股份有限公司,10001,13000,成都,成华,跳蹬河,本科,3-5年,1000-9999人,民营,全职,2025-07-03 13:40:45,后端：1. 本科及以上学历，计算机及相关专业；2. 具备良好的理解能力和沟通能力，有良好的团队合作精神，具备一定的抗压能力；3. 精通java，熟练使用springboot、mybatis，有容器开发经验或微服务开发经验的优先，熟练使用linux的优先；4. 精通sql语法，熟练使用goldendb、Gaussdb、Sqlserver、ORACLE其中一种的优先，有存储过程开发经验的优先；5. 熟...,Boss直聘,,,,,,,,,
java开发工程师中级,长亮科技,11001,14000,成都,成华,跳蹬河,本科,3-5年,1000-9999人,上市公司,全职,2025-07-03 11:11:30,1. 功能开发：参与后端设计、开发工作，承担核心功能模块的代码编写，确保项目进度和质量；使用Java作为主要开发语言，结合Spring Boot、Spring Cloud等框架，构建高效、可扩展的后台服务。2. 性能优化与稳定性保障：性能调优，确保在高并发、大数据量场景下仍能稳定运行。实施有效的资源管理和错误处理机制，提升系统的健壮性和稳定性。分析系统日志，及时发现并解决潜在的性能瓶颈和故障问题。...,Boss直聘,,,,,,,,,
Java开发工程师（复试现场）,深圳市法本信息技术股份有限公司,10001,13000,成都,双流,华阳,本科,3-5年,1000-9999人,上市公司,全职,2025-07-03 15:26:16,负责公司版本管理，签名，杀毒中心平台开发工作，包括需求分析，系统设计，编码实现，测试验证和部署上线至少2年的全栈开发经验，包括前端和后端开发，有全栈项目开发经验，能独自负责前后端开发工作1、Java语言基础：熟练掌握Java语法、面向对象编程（OOP）、集合框架、多线程与并发、I/O流、异常处理等，理解Java虚拟机（JVM）的工作原理，包括内存管理、垃圾回收机制2、Java框架：熟练掌握Spri...,Boss直聘,,,,,,,,,
Java开发工程师（现场面试）,赞同科技股份有限公司,11001,14000,成都,成华,跳蹬河,本科,5-10年,1000-9999人,民营,全职,2025-07-03 10:21:55,浦发银行驻场项目，现场面试任职要求：1、统招本科，理工科相关专业，计算机专业优先。4年以上开发经验2. 具备良好的理解能力和沟通能力，有良好的团队合作精神，具备一定的抗压能力；3. 精通java，熟练使用springboot、mybatis，有容器开发经验或微服务开发经验的优先，熟练使用linux的优先；4. 精通sql语法，熟练使用goldendb、Gaussdb、Sqlserver、ORACL...,Boss直聘,,,,,,,,,
Java开发工程师,中国电建集团成都勘测设计研究院有限公司数字工程分公司,8001,16000,成都,温江,柳城,本科,5-10年,1000-9999人,国企,全职,2025-07-03 09:50:05,一、 工作职责 1、 负责软件系统模块开发的设计、开发、文档编写与运行维护； 2、 确保系统的架构质量，核心部分的代码编写，指导和培训工程师，不断进行系统优化； 3、 对团队开发人员code review工作，并能提供性能优化、安全建议； 4、 负责维护服务端的生产/测试环境，系统上线后维持系统的正常运行并及时解决产品运行中的各种问题。 二、 任职资格 1、本科及以上学历，计算机等相关专业，有建筑...,Boss直聘,,,,,,,,,
java开发工程师,西藏科玛奇信息科技股份有限公司,5001,10000,成都,双流,怡心,本科,1-3年,20-99人,其它,全职,2025-07-02 19:24:43,岗位职责：1.承担医疗HIS系统后端核心模块开发，完成代码编写、单元测试及功能优化，支撑业务流程高效运行。2.配合前端团队完成API对接及联调，推动项目按时交付。3.配合检查和解决正式系统出现的问题和故障，保障业务系统的稳定运行。岗位要求：1. 统招本科及以上学历，计算机类相关专业。2.1~3年Java开发经验，熟练掌握Java基础以及Mybatis、Spring Boot等常用框架基础知识。3....,Boss直聘,,,,,,,,,
测试开发（性能测试JMeter和Java开发）,大连思泰克科技有限公司,12001,18000,成都,武侯,桂溪,本科,3-5年,100-299人,外商独资,全职,2025-07-02 16:54:01,测试开发（性能测试JMeter和Java开发）--短期项目截止到12月31日工作地点：成都市武侯区天府软件园-至少2年性能测试经验-在JMeter和Jenkins方面拥有丰富的经验-精通Java和Groovy编程语言-对性能测试方法和最佳实践有很强的理解-分析和解释性能测试结果的能力-出色的解决问题的能力-有Cloud Foundry/Dynatrace/SAP HANA经验者优先,Boss直聘,,,,,,,,,
Java开发（金融方向）,四川伊惟特麓吟企业管理有限公司,12001,18000,成都,双流,华阳,本科,3-5年,20-99人,民营,全职,2025-07-02 14:33:24,工作职责：1、互联网保险中台产品设计与研发；2、与产品经理和客户沟通，将业务需求抽象并转化为系统设计模型以及代码实现；3、完善开发质量保障体系；4、指导初级工程师进行开发。任职要求：1、统招本科及以上学历，计算机、通信等相关专业，3年以上工作经验；2. 熟练运用Java,Boss直聘,,,,,,,,,
Java开发工程师,智迅车联,9001,13000,成都,武侯,石羊,大专,3-5年,100-299人,民营,全职,2025-07-02 14:08:35,岗位职责1、负责公司产品研发2、负责公司项目实施3、产品项目的正式环境问题处理岗位要求1、本科及以上学历，3年以上开发经验2、有较好的团队协作和沟通能 力 3、熟练掌握Idea,Boss直聘,,,,,,,,,
java开发,北京易才博普奥管理顾问有限公司,11001,18000,成都,双流,华阳,本科,3-5年,1000-9999人,民营,全职,2025-07-02 14:34:08,工作职责：1、互联网保险中台产品设计与研发；2、与产品经理和客户沟通，将业务需求抽象并转化为系统设计模型以及代码实现；3、完善开发质量保障体系；4、指导初级工程师进行开发。任职要求：1、统招本科及以上学历，计算机、通信等相关专业，3年以上工作经验；2. 熟练运用Java,Boss直聘,,,,,,,,,
Java开发工程师（短期）,四川伊惟特麓吟企业管理有限公司,11001,17000,成都,双流,华阳,本科,3-5年,20-99人,民营,全职,2025-07-02 14:52:46,工作职责：1、互联网保险中台产品设计与研发；2、与产品经理和客户沟通，将业务需求抽象并转化为系统设计模型以及代码实现；3、完善开发质量保障体系；4、指导初级工程师进行开发。任职要求：1、统招本科及以上学历，计算机、通信等相关专业，3年以上工作经验；2. 熟练运用Java,Boss直聘,,,,,,,,,
Java开发（马上消费 双休 六险一金）,深圳易宝软件有限公司,12001,14000,成都,武侯,桂溪,本科,5-10年,1000-9999人,上市公司,全职,2025-07-02 13:41:43,岗位要求：1、计算机或相关专业本科及以上学历,Boss直聘,,,,,,,,,
java开发工程师,成都三通暖通设备工程有限公司,8001,12000,成都,双流,九江,本科,3-5年,100-299人,民营,全职,2025-07-02 11:46:43,公司单休！岗位职责：参与企业级Java后端系统的设计、开发、优化和维护工作。根据需求完成模块设计、编码实现及单元测试，确保代码质量和性能。协助排查和解决线上技术问题，保障系统稳定性和高可用性。参与技术方案评审，持续优化系统架构，提升扩展性和可维护性。编写技术文档，协同团队完成项目交付。任职要求1. 基础要求本科及以上学历，计算机、软件工程或相关专业，3年以上Java开发经验。扎实的Java基础，熟...,Boss直聘,,,,,,,,,
高级Java开发工程师,成都万创科技股份有限公司,18001,22000,成都,武侯,金花桥,本科,5-10年,300-499人,股份制企业,全职,2025-07-02 09:43:03,岗位职责：1. 后端开发与实现：使用 Java 及相关技术栈，完成物联网管理平台后端核心业务逻辑的开发，包括设备接入、数据处理、业务流程实现等功能，确保代码质量与开发效率。2. 需求分析与反馈：与产品团队密切协作，从业务和技术两方面对需求进行分析和优化，主动补全需求中的业务逻辑，提升产品质量。3. 架构设计与优化：参与物联网管理平台的架构设计工作，根据业务需求和技术发展趋势，设计合理的系统架构，确...,Boss直聘,,,,,,,,,
Java开发工程师,成都立科达网络科技有限公司,6001,8000,成都,双流,万安,本科,1-3年,20人以下,民营,全职,2025-07-02 00:29:23,任职要求：1、 计算机、软件相关专业本科及以上学历；2、 积极主动、有责任心，具有良好的沟通协调和学习能力；3、 具备1年以上Java开发经验；4、 熟悉Java体系架构及规范，具有扎实的Java基础；5、 熟练使用spring、spring boot、Mybatis等常用框架，了解常用设计模式；6、 熟练使用SQL，能熟练使用MySQL等数据库，具有Redis等实际使用经验，并具有数据库设计经验...,Boss直聘,,,,,,,,,
Java开发工程师,易智瑞信息技术有限公司,10001,15000,成都,武侯,火车南站,本科,1-3年,300-499人,民营,全职,2025-07-01 17:41:19,岗位职责：1、负责服务器端功能的分析、设计及实现，并完成单元测试；2、负责相关技术文档编写；3、负责与前端功能模块进行系统集成联调；4、配合技术经理进行技术决策，进行技术风险评估。任职要求：1、学历要求：计算机软件、GIS、遥感等相关专业本科及以上学历；2、工作经验：1-3年工作经验，逻辑分析能力以及学习能力强，具备良好团队合作精神；3、能力要求：-精通java语言，熟练掌握Spring、Spri...,Boss直聘,,,,,,,,,
Java开发工程师,四川西盾科技有限公司,9001,13000,成都,青羊,文家,本科,3-5年,100-299人,民营,全职,2025-07-01 16:47:11,职位描述： 1. 负责公司产品和项目的开发； 2. 根据功能需求和研发规范独立完成设计、编码、测试和相关文档编写； 3. 积极配合项目经理和上级完成分配的任务，推进项目计划和进度； 4. 具备对公司产品提出关键问题的能力，通过技术手段优化产品核心组件； 5. 具有良好的学习能力，完成分配的技术预研和学习任务； 6. 相关技术文档撰写及进行技术分享培训； 任职条件： 1.精通spring boot框...,Boss直聘,,,,,,,,,
Java开发驻场,智迅车联,9001,12000,成都,锦江,春熙路,本科,1-3年,100-299人,民营,全职,2025-07-01 11:53:20,岗位职责：1、负责公司产品研发；2、负责公司项目实施；3、产品项目的正式环境问题处理。任职要求：1、大学本科及以上学历；2、工作经验：2年以上软件开发工作经验，至少完成过1个大型的软件开发项目；3、精通JAVA语言和B/S结构软件开发，掌握面向对象设计，有良好的面向对象思维方式；（1）精通Spring及MVC架构；（2）熟练掌握主流数据库sql使用，并能进行数据库编程和优化管理；（3）熟悉Tomc...,Boss直聘,,,,,,,,,
JAVA 开发工程师（天府软件园）,软通动力信息技术(集团)股份有限公司,10001,15000,成都,武侯,石羊,本科,3-5年,10000人以上,民营,全职,2025-07-01 09:37:49,岗位职责:1.负责公司软件产品的设计，开发与维护2.根据业务需求进行系统架构设计、模块设计，编码高质量代码3.优化系统性能，提高稳定性和可靠性4.参与产品需求分析与技术方案制定，设计接口模块架构5.指导和培养初级开发人员，协助团队成员解决技术问题任职要求:1.计算机或相关专业本科以上学历2.精通java编程语言，深入理解算法、数据结构、设计模式、系统架构、多线程和分布式。3.熟悉openclips...,Boss直聘,,,,,,,,,
