岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
Java开发-成都,厦门至恒融兴信息技术股份有限公司福州分公司,11001,15000,成都,武侯,桂溪,本科,1-3年,1000-9999人,民营,全职,2025-06-17 15:28:02,职责：（1）负责征信报送等系统的代码开发。（2）负责相关需求文档和设计文档等相关文档编写。（3）负责日常运维问题处理。要求：（1）具备二代征信报送开发经验；（2）精通JAVA程序开发、SQL开发、熟悉SPRINGBOOT等微服务架构；（3）熟悉主流数据库，如oracle、 kingbase、达梦等；（4）熟练掌握至少一种ETL开发工具，比如：kettle工具等；(5）至少四年以上的开发经验；（6）...,Boss直聘,,,,,,,,,
中级java开发工程师-成都,北京宇天恒瑞科技发展有限公司,8001,12000,成都,武侯,桂溪,本科,3-5年,300-499人,民营,全职,2025-06-17 14:50:56,工作内容：1、负责现有产品的国 产 化适配工作；2、参与项目的需求调研和需求分析，对项目进行可行性分析，撰写相关技术文档；3、协助架构师完成设计和搭建系统架构(平台、数据库、接口和应用架构等)，解决开发中各种系统架构问题;4、搭建系统开发环境，协助架构师完成系统框架和核心代码的实现，完成产品关键技术问题的攻关。工作要求：1、必须有国 产 化适配经验、分保经验；2、2年以上java开发经验，有大型系...,Boss直聘,,,,,,,,,
java开发工程师,成都深瑞同华科技有限公司,15001,25000,成都,锦江,柳江,本科,5-10年,20-99人,其它,全职,2025-06-17 10:15:07,岗位职责：1、负责系统架构设计及核心功能开发；2、及时解决产品研发过程中的技术难题；3、负责技术架构设计、重构、优化，根据业务制定应用架构方案；4、负责项目所涉及的Java后台服务的设计、开发、维护工作，编写相应模块的设计文档；5、学习和研究新技术以满足产品的需求，对现有技术提出改进建议并实施落地；6、分析系统瓶颈，对系统进行性能调优。任职要求：1、大学本科及以上学历，计算机或电气相关专业，5年以...,Boss直聘,,,,,,,,,
java开发（AICC）,软通动力信息技术(集团)股份有限公司,8001,12000,成都,郫都,德源,本科,3-5年,10000人以上,民营,全职,2025-06-17 10:36:46,熟练掌握Springboot、Mybatis框架，能自行编写sql脚本,Boss直聘,,,,,,,,,
中级java开发工程师,四川智胜慧安信息技术有限公司,9001,12000,成都,成华,龙潭,本科,3-5年,100-299人,民营,全职,2025-06-16 14:36:19,此岗位需要驻场开发！岗位职责：1. 负责内部管理系统、数据中台、等后端服务设计与开发，支撑核心业务场景；2. 参与业务需求分析（如实时数据采集、海量数据处理、分布式计算等），完成高并发、高可靠性系统架构设计；3. 开发并维护行业数据接口服务，支持多端（Web/APP/小程序）与第三方系统的高效数据交互；4. 优化后端系统性能，解决特殊场景下的技术难点，保障系统稳定性与可扩展性。 任职要求：1. 本...,Boss直聘,,,,,,,,,
Java开发工程师,苏州人瑞普惠人力资源服务有限公司,17001,30000,成都,锦江,柳江,本科,3-5年,500-999人,上市公司,全职,2025-06-13 15:56:08,岗位职责：1、服务器端开发和维护。2、优化服务器性能，确保系统的高可用性和可扩展性。3、参与需求分析，提供技术解决方案和时间评估。4、解决开发过程中遇到的技术问题，持续改进和优化代码。 岗位要求： 1. 熟悉至少一种服务器端编程语言（如Java、Python、PHP等）。 2. 掌握常用的数据库技术，如MySQL、MongoDB等。 3. 了解Web服务器和应用服务器的运行原理和配置。 4. 有良...,Boss直聘,,,,,,,,,
Java开发实习生（助教岗位）,成都市海德计算机职业技能培训学校,6001,8000,成都,锦江,锦官驿,本科,经验不限,20-99人,事业单位,全职,2025-06-13 14:22:44,岗位职责:1、负责协助教学团队完成教学任务规划及管理2、负责协助教学团队完成课程的规划及研发，制定与市场相适应的课程体系;3、负责协助教学团队计划方案的落地及实施，推动教学教务及就业工作的实施;4、负责协助教学教务团队定期组织教学教研活动:软件开发或计算机等相关专业大学本科及以上学历，能力突出者可放宽:2、熟悉Python，JAVA编程语言3、熟练掌握Linux操作系统和常用命令4、熟悉Oracl...,Boss直聘,,,,,,,,,
JAVA开发工程师（物联网/数据分析方向）,四川希尔得科技有限公司,9001,17000,成都,双流,黄甲,本科,5-10年,100-299人,民营,全职,2025-06-13 13:13:27,岗位职责：1.深度参与公司信息化项目和物联网系统的需求分析、技术可行性评估及技术方案设计；2.实现业务系统、平台架构设计和核心模块开发，协同产品经理和业务团队完成高质量交付；3.负责信息处理、数据采集与统计分析服务的后端设计与开发；4.建设和维护中间件基础服务，持续优化系统性能与可扩展性；5.推动代码规范、开发流程标准化，产出高质量设计文档和技术沉淀；6.在数据分析、智能预警、设备行为建模等方向上...,Boss直聘,,,,,,,,,
Java开发工程师,厦门至恒融兴信息技术股份有限公司福州分公司,8001,13000,成都,武侯,桂溪,本科,3-5年,1000-9999人,民营,全职,2025-06-12 17:16:10,1.熟悉Java、oracle、信创数据库(PostgreSQL)等开发技术；2.熟悉J2EE相关框架（Spring、Spring MVC、Spring Boot、Spring Cloud）等技术，熟悉存储过程编写及SQL优化；3.熟悉React、Vue及其他相关主流前端开发技术；4.熟练使用LINUX、麒麟等操作系统，具有SHELL脚本编写能力；5.熟悉Redis,Boss直聘,,,,,,,,,
初级Java开发工程师（助教岗位）,成都市海德计算机职业技能培训学校,6001,8000,成都,锦江,锦官驿,本科,经验不限,20-99人,事业单位,全职,2025-06-13 14:24:05,岗位职责:1、负责协助教学团队完成教学任务规划及管理2、负责协助教学团队完成课程的规划及研发，制定与市场相适应的课程体系;3、负责协助教学团队计划方案的落地及实施，推动教学教务及就业工作的实施;4、负责协助教学教务团队定期组织教学教研活动:软件开发或计算机等相关专业大学本科及以上学历，能力突出者可放宽:2、熟悉Python，JAVA编程语言3、熟练掌握Linux操作系统和常用命令4、熟悉Oracl...,Boss直聘,,,,,,,,,
java开发中级工程师,四川互宜达科技有限公司,7001,9000,成都,武侯,望江路,本科,1-3年,20-99人,民营,全职,2025-06-12 00:42:23,技术要求：1、熟练掌握Spring Boot、Spring Cloud Alibaba、Mybatis、等主流框架技术，熟悉微服务架构模式，并能够进行大型项目的开发2、熟练SQL语言、存储过程，熟练掌握Oracle、MySQL、PostgreSQL、SQL Server等数据库3、熟悉常用的中间件，如Kafka、Redis、ZooKeeper、MQ、Nacos等应用经验4、熟练掌握 vue2.x、...,Boss直聘,,,,,,,,,
java开发工程师,成都航天鸿途科技发展有限公司,12001,18000,成都,金牛,金泉,本科,3-5年,10000人以上,国企,全职,2025-06-11 16:23:41,岗位职责：1、根据需求独立完成设计、开发测试、性能调优等工作；2、负责前后台技术开发，java服务端、vue前端开发；3、完成领导交办的其他工作。任职要求：1、拥护党的路线、方针、政策，遵守国家法律、法规，热爱航天事业；2、本科及以上学历，本科及研究硕士专业为计算机、软件工程等相关专业；3、4年以上JAVA开发经验，或3年java产品开发经验；java变成基础扎实，掌握常用数据结构、算法、设计模式...,Boss直聘,,,,,,,,,
Java开发工程师,成都旸谷信息技术有限公司,12001,18000,成都,金牛,金泉,本科,5-10年,100-299人,民营,全职,2025-06-11 10:43:25,岗位职责：1、 根据产品需求分析，进行后台逻辑设计和编码，保证业务逻辑的正确性和稳定性。2、 开发和维护后端代码:后端开发工程师负责根据需求分析和设计规范，使用适当的编程语言(Java)编写高质量的后端代码。3、设计和优化数据库结构:后端开发工程师与数据库管理员合作，设计和优化数据库结构，保证数据的高效存储和检索。4、接口设计和实现:后端开发工程师负责设计和实现与前端开发人员交互的接口，确保数据的...,Boss直聘,,,,,,,,,
Java开发工程师,成都华茂能联科技有限公司,8001,12000,成都,武侯,桂溪,本科,3-5年,20-99人,民营,全职,2025-06-11 10:00:09,岗位职责：1、根据开发规范与流程独立完成功能模块开发、单元测试及相关文档编写；2、根据项目需要，完成与其他平台系统的接口开发和对接测试；3、负责相关系统的运营和维护，保证系统稳定可靠运行；参与架构优化、提升性能、提升用户体验，对服务和产品持续优化；4、负责和现场客户沟通，按计划完成开发工作。 任职要求： 1、计算机相关专业本科学历,Boss直聘,,,,,,,,,
java开发工程师,成都迈思信息技术有限公司,9001,10000,成都,武侯,桂溪,本科,3-5年,1000-9999人,民营,全职,2025-06-09 17:01:33,1.本科及以上学历且具备3年或以上相关工作经验，参与过2个及以上大型项目；2.至少熟悉Oracle、MySQL、PostgreSQLQ等常用数据库的一种；3.对常用数据访问中间件、消息中间件、对象中间件、应用服务器中间件、安全中间件等熟悉；4.了解常用生态体系框架进行开发；5.了解相关硬件协议、对流媒体相关知识有了解，对ETL有相关经验；,Boss直聘,,,,,,,,,
初级Java开发工程师（助教岗位）,成都市海德计算机职业技能培训学校,6001,8000,成都,锦江,锦官驿,本科,经验不限,20-99人,事业单位,全职,2025-06-04 16:45:15,岗位职责:1、负责协助教学团队完成教学任务规划及管理2、负责协助教学团队完成课程的规划及研发，制定与市场相适应的课程体系;3、负责协助教学团队计划方案的落地及实施，推动教学教务及就业工作的实施;4、负责协助教学教务团队定期组织教学教研活动:软件开发或计算机等相关专业大学本科及以上学历，能力突出者可放宽:2、熟悉Python，JAVA编程语言3、熟练掌握Linux操作系统和常用命令4、熟悉Oracl...,Boss直聘,,,,,,,,,
Java开发工程师,普望(上海)信息科技有限公司,10001,15000,成都,成华,二仙桥,本科,3-5年,20-99人,民营,全职,2025-06-03 14:45:50,岗位职责： 1、 参加项目的需求确认，清楚了解自己的开发任务和时间计划； 2、 根据需求完成系统模块设计、数据库设计，完成相关文档； 3、 根据设计文档完成功能模块代码编写； 4、 配合测试人员进行BUG修改并完成测试计划。 岗位要求： 1、 计算机相关专业，并有三年及以上工作经验； 2、 熟悉Java开发，熟悉Java的核心语法，熟悉J2EE设计模式和核心组件，熟悉面向对象的分析设计和工具； 3...,Boss直聘,,,,,,,,,
java开发工程师,成都骏轩科技有限公司,6000,12000,成都,成华,龙潭,学历不限,3-5年,20-99人,国企,全职,2025-06-03 00:24:23,岗位职责:该岗位会涉及外派，根据工作安排会外派到绵阳工作，无法适应外派勿扰。1、参与系统架构设计、参与系统分析、设计工作；2、负责系统框架搭建、功能模块的开发；3、负责项目关键技术攻关；4、负责相关技,Boss直聘,,,,,,,,,
Java开发实习生（助教岗位）,成都市海德计算机职业技能培训学校,4001,6000,成都,锦江,锦官驿,本科,经验不限,20-99人,事业单位,全职,2025-06-04 16:44:11,岗位职责:1、负责协助教学团队完成教学任务规划及管理2、负责协助教学团队完成课程的规划及研发，制定与市场相适应的课程体系;3、负责协助教学团队计划方案的落地及实施，推动教学教务及就业工作的实施;4、负责协助教学教务团队定期组织教学教研活动:软件开发或计算机等相关专业大学本科及以上学历，能力突出者可放宽:2、熟悉Python，JAVA编程语言3、熟练掌握Linux操作系统和常用命令4、熟悉Oracl...,Boss直聘,,,,,,,,,
Java开发工程师,四川林飞数码科技有限公司,6001,8000,成都,,,本科,经验不限,20-99人,民营,全职,2025-05-30 08:48:55,仔细阅读招聘条件，不符合条件的免投。1、211或者双一流大学本科及以上学历，计算机相关专业毕业2. 熟悉JAVAWEB技术、OOP思想、JAVA设计模式，Java基础知识扎实；3. 熟悉Spring核心技术AOP、IOC技术，并通过文档快速学习使用Spring生态的任一组件；4. 了解使用Git、Maven、IDEA、Eclipse等开发工具；5. 熟悉使用MySQL、Redis、MongoDB数...,Boss直聘,,,,,,,,,
Java开发,北京神州数字科技有限公司,11001,15000,成都,武侯,桂溪,本科,3-5年,10000人以上,上市公司,全职,2025-05-29 11:17:31,岗位职责：1、配合条线开发组长完成功能开发任务；岗位要求：1、3~5年或以上互联网金融或银行信用卡等消费金融业务或信货风控相关工作经验；2、本科及以上学历，计算机/信息安全/统计学/数学及相关专业优先，需有技术背景；3、熟悉银行信贷类产品业务优先考虑；4、熟悉主流开源框架，springcloud、springboot，熟悉sofa开源平台；5、具备良好的沟通能力、协作精神、团队意识，工作积极主动能...,Boss直聘,,,,,,,,,
中级JAVA开发工程师,嘉洋智慧安全科技(北京)股份有限公司,11001,15000,成都,成华,猛追湾,本科,3-5年,100-299人,民营,全职,2025-05-29 09:32:48,【工作职责】1.负责压裂车作业质量状态监测系统等后端功能的迭代开发与维护；2.负责设备健康管理类应用项目的后端功能开发与维护； 3.精通spring cloud微服务组件框架，能够进行业务应用的开发； 4.精通Mysql、PostgreSQL数据库；精通redis、rabbitMq、minio等中间件的使用；精通git多人协作的开发方式与流程； 【任职资格】 1. 计算机、物联网、软件工程等相关专...,Boss直聘,,,,,,,,,
Java开发+双休-反馈快,软通动力信息技术(集团)股份有限公司,8001,9000,成都,郫都,友爱,本科,1-3年,10000人以上,民营,全职,2025-05-28 11:23:29,1、熟悉常用的开发工具和框架：如Eclipse、IntelliJ IDEA、Spring、Hibernate，mybatis、ibatis等；2、熟悉一种或多种常用的数据库：如mysql、gaussdb、mongodb、postgres、sql server等，能够独立完成数据库设计、优化和维护；3、学信网本科3年。,Boss直聘,,,,,,,,,
Java开发工程师,京北方,12001,16000,成都,武侯,桂溪,本科,3-5年,10000人以上,民营,全职,2025-05-27 15:30:59,1.JAVA基础扎实，理解JVM原理，对多线程，锁机制有一定的了解； 2.使用过主流框架Spring boot，Spring Cloud，dubbo等，对框架本身有过开发或重构者可优先考虑； 3.三年及以上使用JAVA开发的经验，对于使用过的开源框架，能了解其原理和机制； 4.了解分布式系统的设计和应用，账务分布式缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题; 5.掌握Linux 操...,Boss直聘,,,,,,,,,
java开发工程师,中电金信软件有限公司,10001,12000,成都,锦江,春熙路,本科,3-5年,10000人以上,国企,全职,2025-05-27 14:50:06,现场笔试、面试（同一天进行）岗位要求：1、熟悉Sprigboot等主流技术框架或工具；2、熟练掌握Oracle、Mysql等主流数据库设计开发；3、具有很强的编码功底，掌握高并发处理经验；4、熟悉shell 脚本和后台自动任务；5、具备良好的识别和设计通用框架及模块的能力。任职资格：1、统招本科及以上，学信网可查，专业不限；2、工作经验2年及以上；3、有保险、金融等项目工作经验优先。,Boss直聘,,,,,,,,,
Java开发工程师,软通动力信息技术(集团)股份有限公司,10001,15000,成都,郫都,合作街道,本科,1-3年,10000人以上,民营,全职,2025-05-23 15:03:17,1.精通java编程，掌握集合、多线程、锁、Socket原理并能灵活运用；2.熟练使用Spring、Spring MVC、Mybatis开发框架；3.熟练使用MySQL数据库，熟练编写常见的DDL和DML语句；4.掌握nginx、redis、mq、注册中心等分布式中间件使用方法；5.熟练使用Linux常见命令查看日志并定位业务服务的问题；6.有ES使用和开发经验，能在Kibana平台熟练查询并分析...,Boss直聘,,,,,,,,,
java开发工程师（地图 大屏 物联网）,南京思美软件系统有限公司,7001,9000,成都,武侯,桂溪,大专,1-3年,100-299人,民营,全职,2025-05-22 19:02:10,【java开发工程师】职责：1、负责大模型应用及知识库的后台系统开发，实现业务逻辑、数据处理及接口管理；2、 基于Spring Boot技术栈构建高可用、高性能的微服务架构，保障系统稳定性和可扩展性。3、与前端和大模型应用团队密切协作，确保数据交互和业务流程无缝衔接；4、负责参与第三方API对接，独立完成接口设计、联调、问题排查及文档编写。5、 撰写后端开发文档，参与系统性能调优和安全加固工作。技...,Boss直聘,,,,,,,,,
高级java开发工程师/架构师,四川商通支付科技有限公司,13001,22000,成都,锦江,锦官驿,本科,5-10年,300-499人,国企,全职,2025-05-22 15:16:40,工作职责：1、承担项目组核心开发或设计工作，并能够按要求、高质量、独立地完成开发或设计任务；2、能够指导普通开发工程师的工作，审核代码质量，并协助解决疑难问题；3、负责系统的性能优化、技术难点攻关。4、带领小组成员完成既定的开发任务。职位要求：1、计算机、软件工程、信息系统相关专业本科以上学历，具有6年以上java开发经验；2、有扎实的JAVA基础根底，熟悉常用的框架（Spring、SpringM...,Boss直聘,,,,,,,,,
高级Java开发工程师（医疗健康）,久远银海,12001,15000,成都,锦江,柳江,本科,5-10年,1000-9999人,上市公司,全职,2025-05-22 00:12:42,岗位职责：1、负责产品核心技术研发；2、参与产品的设计、研发和技术服务；3、负责解决产品中的技术难点和技术攻关；4、产品研发项目管理及研发团队组织建设；5、协助项目经理或产品经理制定项目整体实施计划与评审。任职资格：【☆ 教育背景：统招本科及以上学历，计算机相关专业毕业】1、具有实际后端开发经验五年及以上，计算机相关专业；2、熟练掌握Java基础知识（包括多线程、集合、缓存等高级编程），JVM性能...,Boss直聘,,,,,,,,,
成都Java开发工程师（银行项目）,软通动力信息技术(集团)股份有限公司,10001,15000,成都,武侯,桂溪,本科,3-5年,10000人以上,民营,全职,2025-05-21 21:29:08,缴费 Java 中级1、根据业务需求，完成需求分析、详细设计、开发、测试等工作;2、快速完成生产问题排查与解决。管理本人工作，与组内沟通顺畅，独立进行组间问题沟通业务能力:具备银行业开发、推广经验者优先;技术能力:1、精通Java 开发的基础知识，精通 spring boot、spring cloud 开发，熟悉多线程开发;2、熟悉 Javascript、VUE 等前端程序开发语言，熟悉 http...,Boss直聘,,,,,,,,,
java开发工程师中级,四川蓝欣弘科技有限公司,5280,5280,成都,双流,华阳,学历不限,1-3年,20人以下,民营,兼职/临时,2025-05-21 17:44:10,岗位内容：1. 开发高质量的Java应用程序，保证代码的可读性、可维护性、可扩展性和性能。2. 参与需求分析、系统设计和开发计划的制定。3. 能够快速识别问题并提供有效的解决方案。4. 与产品和测试团队紧密合作，确保产品质量符合用户期望。任职要求：1. 精通Java编程语言和Spring框架，有大型项目开发经验。2. 拥有扎实的计算机基础，熟练掌握面向对象编程思想和设计模式。3. 熟练使用常见的W...,Boss直聘,,,,,,,,,
中级Java开发工程师（医疗健康）,久远银海,9001,13000,成都,锦江,柳江,本科,3-5年,1000-9999人,上市公司,全职,2025-05-22 00:09:20,岗位职责：1、负责后端整体代码结构设计、优化，维护和优化后端性能；2、负责根据需求和业务分析文档进行后端服务详细设计，并完成核心业务服务开发；3、负责分析产品后端的迭代以及优化升级，持续优化后端逻辑，并保持良好的兼容性、高效和稳定性；4、负责与前端工程师一起制定技术方案和接口设计，保证前后端能高效的对接；5、与业务分析师、前端开发工程师配合，对后端服务代码和SQL进行分析和优化；6、带领和辅导初级...,Boss直聘,,,,,,,,,
Java开发工程师（银行）,深圳市法本信息技术股份有限公司,12001,15000,成都,武侯,桂溪,本科,5-10年,1000-9999人,上市公司,全职,2025-05-20 10:04:47,1、负责银行电子渠道业务、收单支付业务，视频客服业务，黑名单检测系统Java后端开发。 任职要求： 1、学信网统招本科学历，计算机，通信，自动化等相关专业优先，有3年以上银行类项目工作经验。 2.熟悉前端vue框架，熟悉vue2。 3.熟练使用spring boot，spring cloud alibaba，spring boot kafka 熟练掌握Oracle数据库、达梦数据库，能使用其语法编...,Boss直聘,,,,,,,,,
Java开发,东营园彬农业科技有限公司,10001,15000,成都,锦江,锦官驿,本科,1-3年,20-99人,股份制企业,全职,2025-05-20 09:23:15,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
