岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
Java高级开发工程师,成都云铁智能交通科技有限公司,15001,25000,成都,金牛,九里堤,本科,5-10年,20-99人,民营,全职,2025-06-25 10:17:40,岗位职责1. 对现有系统（源码、 架构、 数据库等）进行优化，并撰写相关文档；2. 负责设计和搭建项目系统架构（平台、 数据库、 接口和应用架构等），解决开发中各种系统架构问题；3. 负责系统平台核心功能模块设计、 核心代码编写；4. 理解业务逻辑，设计系统部分功能模块；5. 持续提供代码优化，故障诊断、性能提升等技术提升方案；6. 全程参与产品的需求分析、 设计、 开发以及测试等阶段；7. 主导...,Boss直聘,,,,,,,,,
java软件开发工程师,外企德科数字技术有限公司,20001,40000,成都,郫都,合作街道,本科,3-5年,10000人以上,合资,全职,2025-07-10 00:25:39,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
python、Java高级开发工程师,四川沧笙踏歌科技有限公司,15001,30000,成都,新都,大丰,本科,3-5年,100-299人,民营,全职,2025-06-24 00:05:22,1、本科及以上学历，硕土及博士优先，计算机科学与技术、电子工程、通信、物联网、自动化、统计学、数学、物理学等相关专业；2、对常用机器学习算法有深入理解，能够为业务设计相应的模型和策略，并推动落地;3、开发和维护用于训练、评估和部署AI模型的工具和平台；4、参与构建和管理CI/CD（持续集成/持续部署）流水线，自动化软件发布流程；5、为AI应用提供技术支持，解决上线后的故障和问题；6、研究和引入新的...,Boss直聘,,,,,,,,,
全栈开发工程师（Java）,成都思必得信息技术有限公司,7001,10000,成都,武侯,望江路,本科,1-3年,100-299人,民营,全职,2025-06-23 11:44:10,岗位职责：1. 负责按照设计文档进行代码的编写与自测；2. 负责解决系统的BUG；3. 负责按照流程规范进行代码整合；4. 负责与关联系统的对接工作；5. 负责协助项目经理完成升级落地；任职要求：1. 统招本科及以上学历，计算机科学,Boss直聘,,,,,,,,,
java软件开发工程师,外企德科数字技术有限公司,13001,26000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:29,岗位要求：1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；2、熟练使用JAVA，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等；3、熟悉Linux开发环境；4、具有大规模高并发云服务设计和开发经验优先；5、有微服务、容器相关开发经验优先。任职要求：1、扎实的编程能力；熟悉计算机的基础理论；2. 软件基础扎...,Boss直聘,,,,,,,,,
Java服务器软件开发工程师,成都鼎桥通信技术有限公司,15001,20000,成都,武侯,桂溪,本科,5-10年,1000-9999人,合资,全职,2025-06-19 22:53:47,主要职责：1、根据工作安排高效、高质地完成代码编写，符合代码规范；2、参与迭代过程开发，进行需求澄清、编码、CodeReview等活动，高质量交付功能需求；3、具有团队合作精神，在迭代开发过程中，负责与设计、测试及组内的其他开发人员等密切配合，理解需求并高效高质量交付。岗位职责：1、本科以上学历，5年以上JAVA开发经验；2、熟练掌握多线程、网络通信技术，了解JVM及GC机制，能够处理高并发或者异...,Boss直聘,,,,,,,,,
数据开发工程师（Java）,四川准则信息技术有限公司,10001,15000,成都,武侯,桂溪,本科,3-5年,20-99人,民营,全职,2025-06-19 16:44:10,岗位职责：1. 参与数据库的长期架构规划，制定并不断完善数据库的设计开发规范、运维规范及安全规范；2. 参与业务系统的数据库架构设计，根据项目需求，设计并制定数据库的解决方案，可实施分库分表、读写分离、高可用等方案；3. 深入理解业务流程与数据需求，主导项目主流程数据建模工作（ER模型设计、范式划分、字段定义、数据规范），输出高质量的数据库结构设计；4. 审查开发团队编写的业务sql，为业务开发人...,Boss直聘,,,,,,,,,
java/c/c++/python/js/go软件开发工程师,外企德科数字技术有限公司,14001,28000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:04,岗位要求：1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；2、熟练使用java/c/c++/python/js其中一种语言，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等； 3、熟悉Linux开发环境； 4、具有大规模高并发云服务设计和开发经验优先； 5、有微服务、容器相关开发经验优先。 任职要求： 1、...,Boss直聘,,,,,,,,,
Java后端开发,四川星峰景晨科技有限公司,5001,7000,成都,武侯,晋阳,本科,经验不限,20-99人,民营,全职,2025-06-13 16:45:44,岗位职责:1、参与项目需求分析和设计; 2、完成软件系统代码的实现，编写代码注释和开发文档; 3、辅助进行系统的功能定义,Boss直聘,,,,,,,,,
数据开发工程师（Java）-五险一金双休,四川准则信息技术有限公司,10001,15000,成都,武侯,桂溪,本科,3-5年,20-99人,民营,全职,2025-06-19 16:44:11,岗位职责：1. 参与数据库的长期架构规划，制定并不断完善数据库的设计开发规范、运维规范及安全规范；2. 参与业务系统的数据库架构设计，根据项目需求，设计并制定数据库的解决方案，可实施分库分表、读写分离、高可用等方案；3. 深入理解业务流程与数据需求，主导项目主流程数据建模工作（ER模型设计、范式划分、字段定义、数据规范），输出高质量的数据库结构设计；4. 审查开发团队编写的业务sql，为业务开发人...,Boss直聘,,,,,,,,,
java软件开发工程师,外企德科数字技术有限公司,13001,26000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:06,职位描述岗位职责：负责客户端APP产品中服务器后端的工程设计，架构设计以及开发工作，研究业界最新技术及其应用，解决创新研发过程中的关键问题和技术难点，根据项目任务计划按时完成软件编码和单元测试工作，按照开发流程编写相应模块的设计文档与产品经理、测试工程师、其他团队沟通合作，保证产品研发工作的质量和进度协调或指导团队里其它开发人员的工作。岗位要求：1、统招本科及以上学历，计算机及相关专业优先；2、熟...,Boss直聘,,,,,,,,,
java软件开发工程师,四川成榕信息技术有限公司,6001,8000,成都,武侯,桂溪,大专,1-3年,20-99人,股份制企业,全职,2025-06-13 14:56:59,岗位要求： 1. 计算机相关专业专科及以上学历； 2. 2年以上Java开发经验； 3. 可以接受出差。 4. 具有数据处理经验、数据中台相关经验优先。 5. 熟悉能源化工行业流程，有相关工作经验优先。 工作内容： 1. 参与软件的需求分析、系统设计、数据库设计、编码及测试等工作； 2. 根据开发规范与流程独立完成模块的设计、编码及测试； 3. 定位并修改系统中存在的bug； 4. 编写相关的技术...,Boss直聘,,,,,,,,,
Java全栈开发工程师,成都垣景科技有限公司,11001,13000,成都,青羊,西御河,本科,5-10年,20-99人,民营,全职,2025-06-11 13:36:05,岗位职责：1.配合项目经理完成项目交付，参与软件产品的全生命周期开发，从需求分析、系统设计到编码实现、测试部署、系统培训及技术汇报；2.负责公司核心系统研发以及规划、打造可扩展的后端服务框架，不断提升研发效率及系统性能和稳定性；；3.负责后端性能、前端交互界面、地图服务、GIS功能优化，提升用户体验；4.与团队紧密合作，参与技术选型、架构设计讨论以及技术方案编写，持续改进开发流程任职要求：1.计算...,Boss直聘,,,,,,,,,
JAVA/C++/C/Python/自动化测试/JS开发（六险一金+10天带薪休假）,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:35,国内一线大厂，全程线上面试 非普通外包岗位。入职即缴纳五险一金，全额缴纳！ 前半年有老员工带教，培训！ 业务方向涉及芯片，半导体，元计算，5G通信，产品数字化等 通用图软件开发/测试/硬件开发，测试等岗位 基本要求: 1、熟练学握C/C++/python/java/go等任意一种开发语言，或者自动化测试也可以 2、熟悉一种以上脚本语言,Boss直聘,,,,,,,,,
java软件开发工程师,成都市经济发展研究院(成都市经济信息中心),10001,15000,成都,金牛,西安路,本科,5-10年,100-299人,事业单位,全职,2025-06-10 10:10:35,岗位职责：负责政务类信息系统Java后端软件开发工作。任职要求：1．计算机及相关专业5年以上Java开发经验；2．精通基于SpringBoot框架的Java开发技术，能熟练进行IOC、AOP编程，熟悉MVC开发架构和Web API编程；3．精通MySQL、SQLServer等关系型数据库，熟练编写SQL语句，掌握视图、存储过程、触发器等的使用；4．有电子政务信息系统开发经验者优先，有.net开发经...,Boss直聘,,,,,,,,,
java软件开发工程师,盛程(天津)企业管理咨询有限公司,20001,40000,成都,武侯,浆洗街,本科,经验不限,20人以下,民营,全职,2025-06-09 17:06:42,1、负责软件产品的技术架构设计；2、负责软件产品的需求分析、代码编写和单元测试工作，确保功能稳定、性能优异，保证研发工作高质量完成； 3、负责软件产品提供技术支持服务； 4、负责软件产品的技术架构进行改进和优化，提升用户体验。,Boss直聘,,,,,,,,,
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:36,职位描述一、软件开发工程师 1. 热爱编程，熟悉掌握Java/C++/C/Python/Web开发等编程语言中的一种或多种编程语言，扎实的编程功底； 2. 具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，热衷新技术； 二、算法工程师 1、熟练掌握Java/C/C++/Python其中一个或多个编程语言，有扎实的编程功底； 2、熟悉机器学习、深度学习或图像算法。三、软件测试工程师 1. 热...,Boss直聘,,,,,,,,,
java初级开发,成都意畅行商务服务有限公司,5001,7000,成都,武侯,桂溪,大专,1年以下,20人以下,,全职,2025-06-09 10:55:43,岗位要求：1、男女不限，年龄20-28岁；2、统招大专及以上学历，理工科相关专业优先；3、服从公司安排，具有高度责任感与协调能力；4、敬业负责，勤奋好学，积极主动，思路清楚，有良好的表达与沟通能力；福利薪酬：1、签订正式劳动合同，享受国家规定的保险福利待遇；2、五险一金、双休、年底分红；3、定期旅游，超长年假；4、良好的晋升机制，广阔的晋升空间；5、八小时工作制，无加班；,Boss直聘,,,,,,,,,
Java后端开发工程师（泛微平台方向）,南京智瑞西电子科技有限公司,9001,14000,成都,新都,三河,本科,3-5年,300-499人,民营,全职,2025-06-05 10:41:40,岗位职责：1、直接参与过大型项目，项目洽谈调研、需求分析、及交付经验。2、负责基于泛微（Weaver）平台的档案系统进行二次开发、项目现场实施。3、参与档案管理系统、流程管理及相关业务系统的后端架构设计与核心代码实现4、配合项目需求完成泛微平台与其他业务系统的接口开发与数据集成5、完成项目中的实施配置、现场部署及问题排查（需短期出差）6、有项目经理客户方高效沟通，明确客户需求，确保项目进度与质量。...,Boss直聘,,,,,,,,,
JAVA/ Python/C/C++/GO/数据开发/测试,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,无经验,10000人以上,合资,全职,2025-07-10 00:24:36,岗位职责:1、负责研发领域IT产品的系统技术方案的设计、开发工作;2、参与产品开发过程中的技术攻关及解决运行中出现的技术问题;3、参与产品核心模块的代码编写;4、参与产品疑难问题的分析和定位。任职要求:1、本科及以上学历优先，计算机相关专业优先，具备双证;2、熟练掌握任意一门开发语言;3、理解能力强，有进取心，对技术感兴趣，有较强的学习能力，能够快速接受和掌握新技术。岗位特点:1.薪酬丰厚，15-...,Boss直聘,,,,,,,,,
Java中级软件开发工程师（成都）,成都迪孚数据处理有限责任公司,8001,10000,成都,金牛,,大专,3-5年,20-99人,民营,全职,2025-06-05 07:57:18,岗位职责要求1、3年及以上实际java开发经验，能独立完成大型模块开发和维护工作；2、Java基础扎实，熟悉Spring、Spring Boot、Spring Cloud微服务框架等、了解其原理和实现机制；3、熟悉mysql数据库、Oracle数据库、常见国产化数据库（达梦、人大金仓、谷数等）的应用开发，能优化sql查询语句；4、熟悉Linux/Unix、K8S、Docker平台，可以使用常用的命...,Boss直聘,,,,,,,,,
java软件开发工程师,重庆弓轻科技有限公司,10001,13000,成都,青羊,西御河,大专,1-3年,20-99人,,全职,2025-06-05 00:46:29,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
软件开发（多语言Java Python C/C++js等测试,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:36,目前在招聘的岗位有：前端开发/后端开发/算法（各种语言，各个软件开发方向）/测试/测开等岗位。Java、软件测试、c、c++、Python、人工智能，web前端，全栈，算法 ，golang，大数据开发，嵌入式，FPGA开发，鸿蒙开发，安卓ios，gis等相关岗位【学历要求】：统招4年制本科学信网可查及以上，有毕业证学位证！（接受O经验或转行者，接受25应届生，接受考研考公失败者！）初中高级开发工程...,Boss直聘,,,,,,,,,
java后端开发（国企长期项目 需要出差）-BST,北京思普艾斯科技有限公司上海分公司,10001,13000,成都,成华,龙潭,本科,5-10年,100-299人,民营,全职,2025-05-30 09:24:00,岗位职责：1、参与项目的需求分析、功能设计、测试、编码等技术工作。2、参与公司产品研发和文档编写工作。3、配合市场人员、设计人员参与用户体验设计、可行性分析等售前工作。4、参与公司产品的升级、维护、运营等工作。任职要求：1、计算机及相关专业本科及以上学历，五年以上项目开发经验(能力优秀者可适当放宽要求)。2、Java基本功扎实，熟悉常用的开发框架。3、熟悉Java Web开发，熟悉原生Servle...,Boss直聘,,,,,,,,,
Java 后端开发工程师,四川省地质大数据中心,12001,24000,成都,青羊,光华,硕士,3-5年,20-99人,事业单位,全职,2025-05-28 08:31:57,岗位要求： 1. 技术栈基础： - 精通 Java 17+，熟悉 Spring Boot、Spring Cloud 等微服务框架，掌握 MyBatis、JPA 等 ORM 技术。 - 熟悉 PostgreSQL/MySQL 数据库设计与优化，掌握 Redis、MongoDB 等 NoSQL 技术。 - 了解分布式系统设计（如分布式事务、消息队列 Kafka/RabbitMQ、服务治理 Nacos/...,Boss直聘,,,,,,,,,
java/python/C/C++/JS/测试 开发工程师,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:28,1、熟悉Linux内核，熟悉C/C++/Java/Python/Go一种或多种编程语言，掌握常用数据结构、常用算法和多线程编程；2、有较强的学习能力，分析能力和解决问题能力；有分布式集群、虚拟化技术、文件系统、存储、大数据等领域开发经验者优先；有可靠性、性能、容灾备份、安全设计经验者优先；3、工作认真细致，主动性强，有较高的独立工作能力，具有良好的沟通，协调及团队协作能力。,Boss直聘,,,,,,,,,
java软件开发工程师,成都卡恩特医疗科技有限公司,10001,20000,成都,武侯,桂溪,本科,3-5年,20-99人,民营,全职,2025-05-22 16:41:43,职位描述：1、负责公司云影像、远程影像诊断平台的设计、研发与实施工作；2、参与相关项目的分析讨论，根据设计文档完成代码编写、调试、测试和维护工作；3、配合工程部完成项目在医院的实施、安装、调试工作。任职要求：必须技能：1、springboot、spring、springmvc、jpa、mybatis-plus、mybatis、nacos、springCloudAlibaba、Java基础、线程、X...,Boss直聘,,,,,,,,,
Java后端开发工程师,成都安则科技有限公司,9001,15000,成都,武侯,簇锦,本科,3-5年,20-99人,民营,全职,2025-05-20 12:49:19,任职要求核心技术能力1. Java开发基础 - 3年以上Java开发经验，扎实的Java基础，熟悉JVM、多线程、集合框架、IO/NIO等核心机制； - 熟练使用Spring Boot、Spring MVC、MyBatis等主流开发框架。 2. 微服务架构经验 - 熟悉微服务架构设计，有Spring Cloud、Dubbo等框架的实际项目经验； - 掌握分布式系统设计，了解服务注册与发现（如Nac...,Boss直聘,,,,,,,,,
java/C/C++/Python开发工程师,外企德科数字技术有限公司,13001,20000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:21,1、熟悉Java/C/C++/Python其中一种语言，具备良好的算法和编程能力；2、熟悉Spring、Spring Boot 、Spring Cloud等各种开源框架，特别在Spring/SpringCloud领域有丰富的项目实践经验者优先；3、熟悉Mysql、Oracle等数据库，有相关数据开发经验；4、熟悉Devops，熟悉Docker，熟悉Kubernetes应用优先；5、熟悉Servic...,Boss直聘,,,,,,,,,
java软件开发工程师,科锐尔人力资源服务(苏州)有限公司,14001,18000,成都,武侯,桂溪,本科,3-5年,1000-9999人,上市公司,全职,2025-05-19 11:05:45,岗位内容：1. 开发高质量的Java应用程序，保证代码的可读性、可维护性、可扩展性和性能。2. 参与需求分析、系统设计和开发计划的制定。3. 能够快速识别问题并提供有效的解决方案。4. 与产品和测试团队紧密合作，确保产品质量符合用户期望。任职要求：1. 精通Java编程语言和Spring框架，有大型项目开发经验。2. 拥有扎实的计算机基础，熟练掌握面向对象编程思想和设计模式。3. 熟练使用常见的W...,Boss直聘,,,,,,,,,
java后端开发,融鼎岳(北京)科技有限公司,9001,15000,成都,锦江,柳江,本科,3-5年,20-99人,民营,全职,2025-05-15 16:58:46,岗位描述1、参与业务系统设计与开发工作;2、系统需求分析与设计，制定接口规范并完成业务系统功能JAVA代码实现；3、与研发团队成员进行技术交流，互相促进技术能力的提升4、有交付项目经验，了解项目流程岗位要求:1、本科或以上学历，计算机软件或相关专业;2、学习能力强，具备较强的逻辑分析能力和解决问题能力3、熟练使用 C#进行.net 程序开发，掌握多线程，泛型，反射，socket 等技术优先考虑4、...,Boss直聘,,,,,,,,,
Java/Python/js/c语言/c++开发测试,外企德科数字技术有限公司,13001,26000,成都,郫都,合作街道,本科,无经验,10000人以上,合资,全职,2025-07-10 00:24:26,任职要求:1、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/C/Python/JS/HTML/ 等编程语言中的一种或数种，有良好的编程习惯;2、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践;3、对数据结构 算法有一定了解职位福利：弹性工作、带薪年假、绩效奖金、五险一金,Boss直聘,,,,,,,,,
java软件开发工程师,中基智造科技(成都)有限公司,8001,12000,成都,崇州,崇阳,本科,1-3年,20-99人,民营,全职,2025-05-14 14:21:18,工作职责：1、根据需求文档和原型设计进行功能开发和单元测试，按计划要求完成开发任务；2、配合项目经理对项目进行需求调研、系统设计、需求分析工作；3、计算机相关专业，2年以上软件开发工作经验；任职要求1、精通Java编程,Boss直聘,,,,,,,,,
java软件开发工程师,科锐尔人力资源服务(苏州)有限公司,10001,16000,成都,武侯,桂溪,本科,经验不限,1000-9999人,上市公司,全职,2025-05-13 01:10:29,岗位内容：1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2. 研究新技术，不断提升开发效率和程序性能。3. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。4. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。任职要求：1. 熟悉Java语言，熟练掌握Spring框架及相关开源技术。2. 具备扎实的计算机基础，熟悉数据结构、算法和网络编程等知识...,Boss直聘,,,,,,,,,
