岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,11001,20000,成都,郫都,合作街道,本科,3-5年,10000人以上,合资,全职,2025-07-10 00:27:13,岗位职责：1、负责应用软件开发和维护工作。2、负责软件模块需求分析、系核心模块代码编写和单元测试，完成概要设计文档、详细设计文档。3、积极主动的与项目相关人员沟通交流，持续改善产品体验。业务技能要求：1、熟练掌握常用数据结构。2、熟悉计算机组成原理、操作系统、网络等。岗位要求：1.本科及以上学历，双证学信网可查（不要求专业） 2.热爱编程，基础扎实，熟悉掌握但不限于Java、C/C++、GO、Py...,Boss直聘,,,,,,,,,
EDA软件开发工程师（Java）,成都华微电子科技股份有限公司,11001,22000,成都,武侯,桂溪,本科,3-5年,1000-9999人,国企,全职,2025-05-12 13:19:01,【职责】：1.根据EDA软件的需求规格完成模块的概要设计、详细设计、代码开发和维护；2.定位并解决测试人员测出的bug；3.负责软件维护和迭代；【任职要求】：1.本科及以上计算机软件、电子类及相关专业，3年及以上计算机相关从业经验；2.具有丰富的java编程经验和良好的编码规范；3.掌握并熟练常用的java数据结构、常用java包和设计模式；4.掌握常用的Java开发工具，如idea，maven，...,Boss直聘,,,,,,,,,
Java初级开发工程师,成都汇辙科技有限公司,100,200,成都,武侯,桂溪,硕士,无经验,20-99人,民营,实习,2025-04-15 15:01:36,工作职责：1、熟练掌握Java和Typescript编程语言；2、熟悉Springboot框架，对Spring Cloud开发有一定了解；3、熟练使用MySQL、Redis数据库，熟练掌握SQL的编写；4、熟练使用Linux、Docker等部署环境；5、熟悉Angular、Vue等前端开发技术优先；6、熟练使用Cursor等AI编程工具；素质要求：1、沟通能力强，理解能力强，逻辑性强，具备团队协作...,Boss直聘,,,,,,,,,
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,14001,25000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:30,1、本科及以上学历，计算机相关专业优先。 熟练掌握至少一门编程语言（Java/C/C++/Python/Go等），有扎实的编程基础。 2、参与软件系统的设计、开发和优化，负责核心模块的代码实现。 编写高质量、可维护的代码，并进行单元测试和性能调优。 3. 参与技术方案讨论，解决开发过程中的技术难题。 与产品、测试团队协作，确保项目按时高质量交付。 4、具备良好的沟通能力与团队协作能力， 责任心和主...,Boss直聘,,,,,,,,,
中级开发工程师（Java）,民航成都电子技术有限责任公司,10001,14000,成都,武侯,望江路,本科,1-3年,500-999人,国企,全职,2025-04-15 10:23:19,岗位职责：1、协助开展系统架构设计、功能详细设计、数据模型设计、开发质量管理等工作；2、负责业务中台能力中心和相关应用系统后端的研发工作，按时、保质完成相关研发任务；3、负责持续提升业务中台能力中心的运行效能，协助解决各类潜在的技术风险。任职要求：1、本科及以上学历，计算机相关专业；2、具备3年以上的Java软件设计开发经验和较强的代码编写能力，掌握JVM、缓存、分布式架构、消息中间件等核心技术；...,Boss直聘,,,,,,,,,
Java初级开发工程师（实习岗位）,成都汇辙科技有限公司,3001,6000,成都,武侯,桂溪,硕士,经验不限,20-99人,民营,全职,2025-04-15 14:41:46,工作职责：1、熟练掌握Java和Typescript编程语言；2、熟悉Springboot框架，对Spring Cloud开发有一定了解；3、熟练使用MySQL、Redis数据库，熟练掌握SQL的编写；4、熟练使用Linux、Docker等部署环境；5、熟悉Angular、Vue等前端开发技术优先；6、熟练使用Cursor等AI编程工具；素质要求：1、沟通能力强，理解能力强，逻辑性强，具备团队协作...,Boss直聘,,,,,,,,,
java/c/c++/后端开发/大数据/测试,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:48,岗位内容：1. 开发高质量的应用程序，保证代码的可读性、可维护性、可扩展性和性能。2. 参与需求分析、系统设计和开发计划的制定。3. 能够快速识别问题并提供有效的解决方案。4. 与产品和测试团队紧密合作，确保产品质量符合用户期望。任职要求：1. 精通编程语言和相对应的框架，有大型项目开发经验。2. 拥有扎实的计算机基础，熟练掌握面向对象编程思想和设计模式。3. 熟练使用常见的数据库（如Tomcat...,Boss直聘,,,,,,,,,
java初级开发工程师（实习）,四川融科智联科技有限公司,4001,6000,成都,武侯,肖家河,本科,经验不限,20-99人,民营,全职,2025-04-08 10:46:33,岗位职责： 1、根据项目经理分配的工作任务，完成代码开发等相关技术工作； 2、参与软件系统需求细化，系统功能设计，开发，测试等技术工作； 3、参与软件系统相关文档资料的编写工作； 4、参与软件系统数据相关的处理工作，参互编写sql相关工作； 5、参与软件系统发布部署，参与系统的运维和升级相关工作； 任职要求： 1、本科应届毕业生，计算机相关专业； 2、具备扎实的Java基础，能够熟练使用Vue做前...,Boss直聘,,,,,,,,,
JAVA后端开发工程师,深圳市汇合发展有限公司,13001,18000,成都,武侯,桂溪,本科,3-5年,10000人以上,其它,全职,2025-04-07 11:57:32,岗位要求：1、本科以上学历，计算机相关专业毕业，具有4年以上的相关工作经历；2、熟悉常见的设计模式，熟悉微服务架构，熟练使用Java各类开发框架，如Spring Boot、Spring Cloud、MyBatis等；3、熟练使用MySQL等关系型数据库，熟悉Redis、MQ等中间件；4、熟练使用Git、Maven等工具，掌握常见的线上系统故障及定位排错手段；5、熟悉Hadoop大数据技术者优先，包...,Boss直聘,,,,,,,,,
Java/Python/C/C++/Go开发/测试/运维/AI算法,外企德科数字技术有限公司,14001,28000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:43,1、熟悉Java/Python/C/C++/Go/js等一种或多种编程语言；2、熟练软件开发流程，热爱编程，有良好的代码风格；3、善于沟通，有独立解决问题的能力。前端、后端、测试、开发、运维，所有职位都在招聘流程全部线上进行~,Boss直聘,,,,,,,,,
java后端开发工程师,四川新航致远科技有限公司,6001,10000,成都,双流,东升,本科,3-5年,20人以下,民营,全职,2025-03-28 00:00:01,岗位职责：1、 深刻理解客户的业务需求、非功能需求和流程需求，根据项目计划按时按质完成开发任务及相关开发文档的整理和编写;2、根据开发进度和任务分配,Boss直聘,,,,,,,,,
java软件开发工程师,四川创想未来科技有限公司,5001,9000,成都,青羊,金沙,本科,3-5年,20-99人,民营,全职,2025-03-26 11:16:24,岗位职责1. 负责设计和搭建项目系统架构（平台、 数据库、 接口和应用架构等），解决开发中各种系统架构问题；2. 负责各功能模块设计、 核心代码编写、控件组织；3. 产品的需求分析、 设计、 开发以及测试等阶段；4. 持续提供代码优化，故障诊断、性能提升等技术提升方案；5. 独立解决开发中遇到的难点问题；6.参与软件系统的详细设计、代码开发、测试、部署；8.根据开发过程中的体验对产品提出改进建议；...,Boss直聘,,,,,,,,,
软件开发（Java/JS/c/c++/ios/C#）,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,1-3年,10000人以上,合资,全职,2025-07-10 00:24:40,1. 具备1年以上JAVA/C#/JS/Python语言软件开发经验， 有Android/windows/Linux平台框架（涉及UI、自定义View、framework、多线程、网络等）开发经验 、熟练使用基础类库、java虚拟机者优先；2.精通JAVA/C#/JS/Python开发，深入了解语言特性，精通多线程、 IO 、网络编程等；3. 熟悉底层软件、应用软件，具备操作系统、嵌入式软件开发相...,Boss直聘,,,,,,,,,
java后端开发+无责10k（短期3个月左右）,北京易才博普奥管理顾问有限公司,10001,12000,成都,武侯,簇锦,本科,3-5年,1000-9999人,民营,全职,2025-03-18 11:08:22,后端：1、本科及以上学历，3年以上相关工作经验:；2、java基础知识扎实，良好的编程规范，熟悉I0、多线程、集合等Java基础知识，熟练使用Java8新特性，了解JVN原埋；3、熟练掌握spring boot框架，熟练掌握springCloud、spingCloud Alibaba等分布式微服务技术，熟悉RocketMQ、RabbitMQ、kafka等消息中间件；4、熟练使用Mysql、0rac...,Boss直聘,,,,,,,,,
技术支持与运营（有Java/前端开发经验优先/成都）,深圳市汇合发展有限公司,8001,14000,成都,武侯,桂溪,本科,3-5年,10000人以上,其它,全职,2025-03-13 10:04:51,外派驻场银行项目（周末双休、七小时工作制度 8:30-12:00；14:00-17:30.节假日正常休息、加班有加班费、福利优）；注意：需要统招本科学历（硬性要求），接受Java或前端转岗，做技术支持方向。福利简介：加班费/年终奖/季度补贴/过节费/下午茶/工会福利等岗位要求：1. 本科及以上学历，计算机相关专业，有良好的计算机基础；2. 熟悉tcp、udp、http等基本网络知识，可熟练使用一种...,Boss直聘,,,,,,,,,
通用软件开发工程师Java/Python/C/C++,外企德科数字技术有限公司,14001,25000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:58,【岗位职责】 1、负责软件开发工作。 2、负责管理自身项目和需求的优先级、按时高质量交付；根据工作安排高效、高质地完成代码编写，确保符合规范的前端代码规范。 3、对应用最终效果负责，最终实现极致软件体验。 【岗位要求】 1、大学本科及以上学历。 2、熟悉Java/Python/C/C++/JavaScript/Go任意一种语言 3、强烈的责任心、良好的沟通、推动能力和服务意识 4、较强的沟通表达能...,Boss直聘,,,,,,,,,
java资深开发工程师,电信科学技术第五研究所有限公司,15001,20000,成都,锦江,书院街,本科,3-5年,500-999人,国企,全职,2025-03-11 16:43:39,工作职责范围：1）负责基于公司核心技术平台完成所属项目的后端设计与开发工作；2）负责软件产品或项目后端研发任务的完成，及时解决涉及到的技术问题；3）根据需求与设计文档，按进度进行开发与编码，包括数据库建立、后台程序开发、应用层开发、软件界面研发和业务流程开发等，确保系统稳定运行；4）深入发掘和分析业务需求，撰写相关技术方案和系统设计文档；5）与团队其他成员一起及时解决产品开发过程中的关键问题和技术...,Boss直聘,,,,,,,,,
开发与技术支持（成都/有Java或前端经验优先）,深圳市汇合发展有限公司,8001,13000,成都,武侯,桂溪,本科,3-5年,10000人以上,其它,全职,2025-03-13 10:16:12,外派驻场银行项目（周末双休、七小时工作制度 8:30-12:00；14:00-17:30.节假日正常休息、加班有加班费、福利优）；注意：需要统招本科学历（硬性要求），接受Java或前端转岗，做技术支持方向。福利简介：加班费/年终奖/季度补贴/过节费/下午茶/工会福利等岗位要求：1. 本科及以上学历，计算机相关专业，有良好的计算机基础；2. 熟悉tcp、udp、http等基本网络知识，可熟练使用一种...,Boss直聘,,,,,,,,,
C/C++/Java/Python/算法/前端开发-入天府四街,外企德科数字技术有限公司,12001,24000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:28,菊厂代招OD【招聘岗位】开发、测试、前端、算法、数开--中/高级、专家欢迎投递！(根据候选人的意向岗位/城市与需求部门做匹配--面试--入职，多部门/多城市可选)【岗位要求】1. 统全本科以上，985/211，可接受 0 经验；2. 掌握任意一种或多种编程语言：C/C++/C#/Java/Python/Go/JavaScript等；能通过机考；3. 有较强的理解和沟通能力，主动性和责任心强；【福利...,Boss直聘,,,,,,,,,
java软件开发工程师,成都蓉意科技有限公司,7001,12000,成都,金牛,茶店子,大专,1-3年,20-99人,民营,全职,2025-03-03 10:09:22,岗位要求：1、2年以上工作经验。2、精通Java开发的基础知识，熟练使用基于spring、springboot框架开发，熟练使用SpringCloud、SpringCloudAlibaba至少一种微服务框架。3、负责业务需求分析、架构设计、系统优化、开发测试和部分文档编写工作4、熟悉分布式缓存、分布式文件存储、分布式事务、多线程等技术，具备高并发业务场景的系统优化能力。5、熟练使用kafka、MQ...,Boss直聘,,,,,,,,,
软件开发工程师（JAVA/无人机巡检）(成都·社招)(J10448),卡斯柯信号有限公司（CASCO）,0,0,成都,金牛,抚琴,硕士,3-5年,1000-9999人,合资,全职,2025-02-25 10:52:23,岗位职责: 1.负责WebGIS、三维地图开发； 2.负责2D、3D WebGIS产品需求、设计及开发工作； 3.负责WebGIS相关服务的实现，接口设计、功能开发及文档编写工作； 4、负责地图服务的调优以及分布式部署设计； 5、负责二三维webgis相关新技术的预研和实现工作； 6、配合产品研发团队开发良好用户体验的产品及服务； 8、参与项目的需求讨论，提升用户体验和细化需求。 任职要求: 1、...,Boss直聘,,,,,,,,,
java/python/C/C++/JS/测试 开发工程师,外企德科数字技术有限公司,10001,20000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:26,【岗位职责】1、承担技术中台打造，参与关键方案设计、核心代码编写，对软件架构及代码结构进行持续优化改进。2、参与软件系统核心模块的技术竞争力构建，架构设计，跟踪分析业界发展趋势，完成技术竞争力识别，标杆分析和指标设定。3、参与容器平台、分布式平台、OS系统及底层软件、AI框架、数据库引擎等业务设计开发，涵盖业界潮流领域。【岗位要求】1、熟悉Linux内核，熟悉C/C++/Java/Python/G...,Boss直聘,,,,,,,,,
中级Java软件开发工程师-JG,同方赛威讯,8001,12000,成都,武侯,肖家河,本科,3-5年,300-499人,国企,全职,2025-02-20 16:11:43,岗位职责1、参与项目系统架构设计、数据库设计以及接口设计工作；2、负责承担项目重点模块的开发工作，按照项目计划提交开发成果；3、按团队要求进行代码互查、参与单元测试、集成测试和系统联调；4、参与项目操作说明书、部署说明等文档的编制与整理工作；5、协助团队解决技术问题；6、完成领导安排的其他工作。任职要求1、3年及以上实际java开发经验，能独立完成大型模块开发和维护工作；2、Java基础扎实，熟悉...,Boss直聘,,,,,,,,,
java软件开发工程师,北京中电普华信息技术有限公司,10001,15000,成都,双流,兴隆,本科,无经验,1000-9999人,国企,校园,2025-02-18 16:29:39,1.依据项目具体要求，按计划协助完成软件的程序设计、代码编写、单元测试；2.协助软件系统的需求调研与分析、系统总体设计；3.针对系统运行时发生的问题准确定位，解决软件存在的缺陷并保证其质量；4.对项目现场的实施工作予以技术支持，负责软件工程相关技术文档编写工作；5.参与项目技术交流工作；6.协助项目验收。专业需求：电子信息类：计算机科学与技术、软件工程、人工智能、信息与通信工程等相关专业电工类：电...,Boss直聘,,,,,,,,,
Java/c++/前端/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:06,岗位职责：1、负责AI训练推理加速/搜索推荐/计算机视觉/大库检索、大数据机器学习、分布式系统等其中一个方向的代码开发及测试工作；2；负责软件模块需求分析、系核心模块代码编写，完成概要设计文档、详细设计文档。3、积极主动的与项目相关人员沟通交流，持续改善产品体验。业务技能要求：1、熟练掌握常用数据结构。2、熟悉计算机组成原理、操作系统、网络等。岗位要求：1、本科及以上学历，理工科相关专业者优先；2...,Boss直聘,,,,,,,,,
java软件开发工程师,北京万古恒信科技有限公司,10001,15000,成都,武侯,桂溪,本科,3-5年,300-499人,民营,全职,2025-02-10 13:09:15,岗位职责:1. 负责业务系统的需求分析、技术方案设计和开发实现落地；2. 解决开发过程中的技术问题和挑战，提供高质量的技术解决方案；3. 能与业务方、产品经理和测试工程师等各方紧密合作，确保项目的顺利进行和高质量的交付；4. 负责系统的日常维护和故障排查，确保系统的正常运行。岗位基本需求1. 3年以上JAVA开发经验，计算机基础扎实，熟悉并发编程、锁、集合、IO等技术；2. 熟悉Spring、Sp...,Boss直聘,,,,,,,,,
java运维开发工程师,软通动力信息技术(集团)股份有限公司,8001,14000,成都,郫都,合作街道,本科,1-3年,10000人以上,民营,全职,2025-01-03 17:08:53,1、3年以上运维经验，熟悉事件处理/共性问题分析、监控配置/告警处理、健康巡检等基础运维工作；2、能熟练使用Java进行开发工作，有1年以上的Java开发经验；3、熟悉服务器（tomcat）相关指标（如CPU、内存、jvm等），熟悉Linux相关命令；4、具备985/211学历优先,Boss直聘,,,,,,,,,
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:27,岗位职责：负责云服务云端软件研发工具的后端公共基础服务建设或者业务开发岗位要求：1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论；2、熟练使用JAVA，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等；3、熟悉Linux开发环境；4、具有大规模高并发云服务设计和开发经验优先；5、有微服务、容器相关开发经验优先...,Boss直聘,,,,,,,,,
全栈开发工程师+无责12-14k（java+vue）,北京易才博普奥管理顾问有限公司,12001,15000,成都,双流,中和,大专,3-5年,1000-9999人,民营,全职,2024-12-31 11:12:58,【工作内容】：做IM 聚合工具， 海外营销系统【岗位要求】：1.大专学历以上，3年全栈工作经验2.技术掌握java和vue开发【薪资待遇】：12-15k，面试定薪【工作时间】：早九晚六，可能有加班【上班地址】：陆肖地铁站（荟创空间）,Boss直聘,,,,,,,,,
java软件开发工程师-驻场银行-成都,厦门至恒融兴信息技术股份有限公司福州分公司,9001,15000,成都,武侯,桂溪,本科,3-5年,1000-9999人,民营,全职,2024-12-25 16:30:21,统招本科，计算机专业（211以上学历，可放宽专业要求）需要现场面试（预计 12月2日 安排面试）银行相关系统经验均可岗位职责：1. 负责银行ATM系统开发与运维2. 负责零售业务后端应用（线上营销活动、应用系统）开发、维护、迭代，并与前端高效协作；2. 负责零售业务系统功能特性设计、开发和交付。满足可靠性/性能/网络安全/可服务性/可交付性等要求3.针对零售业务系统不断地提出优化方案，攻克技术难关...,Boss直聘,,,,,,,,,
软件开发/测试工程师（java/python/c/c++/js/测试开发/自动化测试/数据分析）,外企德科数字技术有限公司,15001,30000,成都,武侯,桂溪,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:35,1.负责公司产品线及开发部的前端，后端，算法，大数据，硬件，软件等开发维护工作。 2.产品线涉及通信，终端产品，汽车，技术预研，云计算等。 3.后端要求掌握如下1种或多种开发语言： c/c++/python/java/golang/ 前端要求掌握： vue,Boss直聘,1.统招本科毕业，年龄不限、 2.可接受工作地上海，武汉，西安，南京，东莞...,,,,,,,,
java软件开发工程师,四川艾迪克斯医疗科技有限公司,10001,15000,成都,武侯,玉林,本科,5-10年,20人以下,民营,全职,2024-12-19 11:45:44,艾迪克斯为四川大学华西医院科技成果转化合作企业，期待您的加入！一、岗位职责1.负责设计和开发软件应用程序，包括需求分析、系统设计、编程及测试等工作；2.参与需求评估、技术规划和项目管理，根据客户需求和项目目标制定开发计划；3.编写高质量的程序代码，确保软件应用程序的技术规范符合行业标准和最佳实践，满足性能、可靠性、可维护性的要求；4.参与团队协作，与其他开发人员、数据人员、项目经理等合作，确保软件...,Boss直聘,,,,,,,,,
JAVA高级开发工程师（对日）,成都楷码科技股份有限公司,8001,16000,成都,锦江,成龙路,本科,5-10年,100-299人,民营,全职,2024-11-17 00:01:40,岗位职责： 软件系统的设计、实现及技术支持 任职要求： 1）5年以上JAVA/C#开发相关经验，精通JAVA主流框架并能独立搭建项目框架； 2）有丰富的前后端、数据库、框架、环境部署等技术储备； 3）能独立进行技术调查和新技术攻坚，并具备技术文档做成能力和向下展开的能力； 4）能看懂/能编写日语技术文档。 待遇：面谈。 具备高技术能力或者兼具管理能力者从优！ 应聘流程及录用进度： 1）投递简历； ...,Boss直聘,,,,,,,,,
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,14001,15000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:26,1、本科及以上学历，计算机相关专业优先。 熟练掌握至少一门编程语言（Java/C/C++/Python/Go等），有扎实的编程基础。2、参与软件系统的设计、开发和优化，负责核心模块的代码实现。 编写高质量、可维护的代码，并进行单元测试和性能调优。 3. 参与技术方案讨论，解决开发过程中的技术难题。 与产品、测试团队协作，确保项目按时高质量交付。4、具备良好的沟通能力与团队协作能力， 责任心和主动性...,Boss直聘,,,,,,,,,
java高级开发工程师,同步新科,9001,12000,成都,武侯,桂溪,本科,3-5年,300-499人,股份制企业,全职,2024-11-15 10:31:31,岗位职责1.负责项目、产品的系统设计、核心模块代码开发、关键性能优化、及时解决项目涉及到的技术问题；2.负责研究业务系统的需求，完善和改进各系统性能，包括高并发、高可靠、高可用、高安全等。任职条件1.本科学历、软件开发相关专业或计算机相关专业毕业，工作经验至少3年以上；2.扎实的Java编程基础，熟悉微服务、devops开发模式，一致性等分布式技术，熟悉主流开源框架，如 springBoot 、s...,Boss直聘,,,,,,,,,
java中级开发工程师,成都成运科技有限责任公司,13001,18000,成都,金牛,金泉,硕士,5-10年,20-99人,民营,全职,2024-11-12 09:28:28,要求：（一）工作内容描述：1、负责完成中型以下软件项目的需求调研、写出需求分析报告；2、负责软件设计（界面设计、概要设计、详细设计、数据库/数据结构设计、系统建模、数据库建模）；3、代码编程；（二）招聘要求：1、 数据库系统软件开发。要求熟练掌握SQL SERVER、ORACLE等数据库系统和相关编程工作。2 、通讯系统软件开发。要求熟练掌握串口、网络（TCP，UDP协议）、多线程等相关编程技术；...,Boss直聘,,,,,,,,,
软件开发（JAVA/c++）,外企德科数字技术有限公司,15001,30000,成都,锦江,书院街,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:17,（1）具有较强的逻辑分析和学习接受能力，耐心细致，动手能力强；（2）有创新能力和发展潜力，愿意从事科学研究；（3）熟练掌握Java、C/C++、Python、GO等任一编程语言，熟悉Linux操作系统；（4）遵纪守法、品行端正、身体健康、工作负责、不怕辛苦，具有较强团队合作意识和良好的沟通能力；（5）有相关系统研发经验者优先。,Boss直聘,,,,,,,,,
软件开发工程师（JAVA&C#）,成都拓驰科技有限公司,8001,16000,成都,武侯,石羊,学历不限,3-5年,20-99人,民营,全职,2024-09-30 15:49:35,岗位职责： 软件系统的设计、实现及技术支持任职要求： 1) 年龄35以下； 2) 专科以上学历，4年以上软件开发经验、2年以上软件项目管理经验； 3) 具有项目的分析、设计经验； 4) 熟悉对数据库的操作，精通主流的开发语言； 5) 有较强的组织协调能力和团队精神； 6) 能与客户进行技术及有关方面的交流； 工作职责： 1）对所承担的项目进行需求分析，提出项目实施的可行性报告，制定项目开发计划； ...,Boss直聘,,,,,,,,,
JAVA高级开发工程师,成都拓达聚思力信息技术有限公司,15001,25000,成都,高新区,桂溪,本科,5-10年,1000-9999人,外商独资,全职,2024-08-23 09:40:07,岗位职责：1、参与软件的设计和开发2、在软件产品实施过程中，参与功能需求书撰写、开发与集成测试等，确保项目按时按质完成；3、对于系统出现的问题能进行及时修改及完善；4、不断熟悉和掌握新的业务知识和新技术 任职要求：1、正规院校计算机或相关专业本科及以上学历；2、5年以上IT行业工作经验；3、有良好的架构和设计能力，理解面向服务面向组件的开发4、丰富的Java和JavaScript开发经验，出色的代...,Boss直聘,,,,,,,,,
开发测试Java/c++/c/python,外企德科数字技术有限公司,13001,26000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:27:00,，岗位职责：1. 使用Python/Java/C++/Shell任一门语言开发自动化测试脚本2. 搭建测试环境，执行功能与性能测试，输出缺陷报告3. 设计测试用例，覆盖相关场景，推动问题闭环4. 分析测试结果，协助开发团队优化代码质量岗位要求：1. 本科及以上学历，专业不限（计算机/电子/机械等理工科优先）2. 精通Python/Java/C++/Shell中任意一门，能独立开发工具或脚本3. 有...,Boss直聘,,,,,,,,,
JAVA工程师（开发转测试）,软通动力信息技术(集团)股份有限公司,8001,11000,成都,郫都,合作街道,本科,1-3年,10000人以上,民营,全职,2024-07-04 01:32:19,1、1年及以上工作经验，统招本科及以上学历专业不限 2、有服务端测试经验，熟练使用linux 和 数据库常用命令 3、了解接口自动化测试，java基础知识，愿意转测试岗位 4、开发能力，语言（JS优先，SWIFT优先，java），,Boss直聘,,,,,,,,,
Java高级开发工程师,成都恒华电力科技咨询有限责任公司,7001,12000,成都,武侯,玉林,大专,3-5年,100-299人,民营,全职,2024-06-12 09:58:33,职位描述： 1. 能够独立的按产品需求进行技术方案设计和编码实现，确保安全、可扩展性、质量和性能。对开发负责，在明确的时间内完成项目开发。 2、负责并参与系统需求分析、功能模块详细设计，完成系统业务功能实现、测试及维护工作； 3、负责编写相应的需求、设计与技术文档，向系统使用者提供技术支持服务； 4、大专以上学历，5年以上实际JAVA后台工作经验，精通JAVA，具有扎实的算法及数据结构功底； 5、...,Boss直聘,,,,,,,,,
java/c/c++/python/js/go软件开发工程师,外企德科数字技术有限公司,14001,28000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:26:56,岗位要求：1、扎实的编程能力，熟悉算法和数据结构；熟悉计算机的基础理论； 2、熟练使用java/c/c++/python/js其中一种语言，掌握Spring相关生态开源框架，熟悉MySql、MQ、Redis、SpringCloud等，熟悉事务、缓存、消息、负载均衡等； 3、熟悉Linux开发环境； 4、具有大规模高并发云服务设计和开发经验优先； 5、有微服务、容器相关开发经验优先。 任职要求： 1...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,成都长城开发科技股份有限公司,12001,20000,成都,郫都,合作街道,本科,3-5年,1000-9999人,国企,全职,2025-07-09 15:09:44,【岗位职责】1、 负责项目软件研发的方案设计，按时完成产品的软件方案设计及相关设计文档的输出．2、 统筹并指导项目实施过程中软件研发设计工作,Boss直聘,,,,,,,,,
Java,成都超高识顿科技开发有限公司,13001,14000,成都,锦江,狮子山,大专,1-3年,500-999人,,全职,2025-07-03 20:17:32,岗位内容：1. 设计、开发并维护Java应用程序。2. 解决各种技术难题，保证代码的可靠性、高效性和安全性。3. 参与软件设计的讨论和计划制定。4. 与其他团队成员协作工作，提高团队整体技术水平。任职要求：1. 熟悉Java语言及相关技术，熟悉Spring框架。2. 具有扎实的编程基础和良好的面向对象编程思想。3. 对常见数据库如MySQL、Oracle等有一定的了解和应用经验。4. 对Web开发...,Boss直聘,,,,,,,,,
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,15001,30000,成都,郫都,合作街道,本科,经验不限,10000人以上,合资,全职,2025-07-10 00:24:32,【岗位职责】线上面试，有题库刷题，试用期全薪不打折 1、参与项目需求分析，搭建系统框架和核心模块的设计； 2、根据项目进度完成代码开发任务； 3、对代码进行维护、改进与完善，以满足新需求； 4、参与数据仓库需求分析、程序优化； 5、在项目开发过程中，与团队共享、研讨相关工作和培训经验； 【岗位要求】 熟练掌握任意一门语言即可,Boss直聘,,,,,,,,,
